criteria,max_items,mean_n_items,mean_SE_G,mean_SE_S1,mean_SE_S2,r_bias_vs_full,r_G_vs_full,n_items_never_used
Drule,100,88.71827072682825,0.19364596727739178,0.46929197613703,0.5205550807998619,0.9093908827203352,0.9894998578892119,61
Drule,200,172.80117803956423,0.17542830856214475,0.4372364793824696,0.491914863039244,0.9653996769494996,0.9949549967587052,1
Drule,300,256.9073127361633,0.16850214010816209,0.4247749709188015,0.47888022139999703,0.984214842200028,0.9970114618524198,0
