item_id,category,english_gloss,uni_lemma,lexical_class,pos2
item_657,helping_verbs,can (auxiliary),can (auxiliary),function_word,other
item_658,helping_verbs,could,could,function_word,other
item_659,helping_verbs,did/did ya,did,function_word,other
item_660,helping_verbs,do,do,function_word,other
item_661,helping_verbs,does,does,function_word,other
item_662,helping_verbs,don't,don't,function_word,other
item_663,helping_verbs,gonna/going to,gonna,function_word,other
item_664,helping_verbs,gotta/got to,gotta,function_word,other
item_665,helping_verbs,hafta/have to,have to,function_word,other
item_666,helping_verbs,is,is,function_word,other
item_667,helping_verbs,lemme/let me,lemme,function_word,other
item_668,helping_verbs,need/need to,need,function_word,other
item_669,helping_verbs,try/try to,try,function_word,other
item_670,helping_verbs,wanna/want to,wanna,function_word,other
item_671,helping_verbs,was,was,function_word,other
item_672,helping_verbs,were,were,function_word,other
item_673,helping_verbs,will,will,function_word,other
item_674,helping_verbs,would,would,function_word,other
item_675,connecting_words,and,and,function_word,other
item_676,connecting_words,because,because,function_word,other
item_677,connecting_words,but,but,function_word,other
item_678,connecting_words,if,if,function_word,other
item_679,connecting_words,so,so,function_word,other
item_680,connecting_words,then,then,function_word,other
