criteria,max_items,mean_n_items,mean_SE_G,mean_SE_S1,mean_SE_S2,r_bias_vs_full,r_G_vs_full,n_items_never_used
Drule,100,92.19430693069307,0.23417372335416872,0.36827588632142466,0.42701462596552076,0.943633984031318,0.9879073528326034,73
Drule,200,174.84467821782178,0.21006259540998695,0.33764081081848885,0.3912871005561912,0.9737172881972591,0.9950478423966358,1
Drule,300,259.47957920792084,0.200210598550345,0.3243027721265504,0.376187318979512,0.9873136390913074,0.9972657503282819,0
