max_items,mean_n_items,mean_SE_G,mean_SE_S1,mean_SE_S2,r_bias_vs_full,r_G_vs_full,n_items_never_used
50,50,0.25999077743665683,0.7201163346791574,0.7345629066169925,0.8657193530592987,0.9677794168077387,151
100,98.02662406815762,0.2244195543008581,0.6524059795365148,0.6595802042134469,0.9290987132670895,0.9833977688984457,51
200,161.58253461128848,0.21181280817852233,0.6270691566548561,0.6292605533583293,0.9672821413635314,0.987419266180704,2
