,filename,category_en,category_ja,project,id,understands,produces,ID,Sex.(f/m),OpenScience.(ok:1/no:0),AgeD.(days),AgeM.(months)
75,JW_S0136_11_Pink.xlsx,household,小さな家庭用品,JW,S0136,14,0,S0136,f,1,341,11
76,JW_S0136_11_Pink.xlsx,outside,戸外の物と場所,JW,S0136,13,0,S0136,f,1,341,11
77,JW_S0136_11_Pink.xlsx,people,人々,JW,S0136,5,0,S0136,f,1,341,11
78,JW_S0136_11_Pink.xlsx,games_routines,日課とあいさつ,JW,S0136,12,0,S0136,f,1,341,11
79,JW_S0136_11_Pink.xlsx,action_words,動作語,JW,S0136,15,0,S0136,f,1,341,11
80,JW_S0136_11_Pink.xlsx,time_words,時間についてのことば,JW,S0136,2,0,S0136,f,1,341,11
81,JW_S0136_11_Pink.xlsx,descriptive_words,ようす・性質,JW,S0136,20,0,S0136,f,1,341,11
82,JW_S0136_11_Pink.xlsx,pronouns,代名詞,JW,S0136,5,0,S0136,f,1,341,11
83,JW_S0136_11_Pink.xlsx,question_words,質問のことば,JW,S0136,3,0,S0136,f,1,341,11
84,JW_S0136_11_Pink.xlsx,locations,位置と場所についてのことば,JW,S0136,3,0,S0136,f,1,341,11
85,JW_S0136_11_Pink.xlsx,quantifiers,数量を表すことば,JW,S0136,2,0,S0136,f,1,341,11
86,JW_S0136_11_Pink.xlsx,sounds2,幼児語（その２）,JW,S0136,10,0,S0136,f,1,341,11
87,JW_S0136_11_Pink.xlsx,conversations,会話語,JW,S0136,4,0,S0136,f,1,341,11
88,JW_S0136_11_Pink.xlsx,others,その他,JW,S0136,3,0,S0136,f,1,341,11
89,JW_S0145_11_Pink.xlsx,sounds,幼児語,JW,S0145,2,0,S0145,f,1,355,11
90,JW_S0145_11_Pink.xlsx,animals,動物の名前,JW,S0145,0,0,S0145,f,1,355,11
91,JW_S0145_11_Pink.xlsx,vehicles,乗り物,JW,S0145,0,0,S0145,f,1,355,11
92,JW_S0145_11_Pink.xlsx,toys,おもちゃ,JW,S0145,1,0,S0145,f,1,355,11
93,JW_S0145_11_Pink.xlsx,food_drink,食べ物と飲み物,JW,S0145,1,0,S0145,f,1,355,11
94,JW_S0145_11_Pink.xlsx,clothing,衣類,JW,S0145,3,0,S0145,f,1,355,11
95,JW_S0145_11_Pink.xlsx,body_parts,体の部分,JW,S0145,0,0,S0145,f,1,355,11
96,JW_S0145_11_Pink.xlsx,furniture_rooms,家具と部屋,JW,S0145,2,0,S0145,f,1,355,11
97,JW_S0145_11_Pink.xlsx,household,小さな家庭用品,JW,S0145,3,0,S0145,f,1,355,11
98,JW_S0145_11_Pink.xlsx,outside,戸外の物と場所,JW,S0145,2,0,S0145,f,1,355,11
99,JW_S0145_11_Pink.xlsx,people,人々,JW,S0145,4,0,S0145,f,1,355,11
100,JW_S0145_11_Pink.xlsx,games_routines,日課とあいさつ,JW,S0145,6,0,S0145,f,1,355,11
101,JW_S0145_11_Pink.xlsx,action_words,動作語,JW,S0145,7,0,S0145,f,1,355,11
102,JW_S0145_11_Pink.xlsx,time_words,時間についてのことば,JW,S0145,0,0,S0145,f,1,355,11
103,JW_S0145_11_Pink.xlsx,descriptive_words,ようす・性質,JW,S0145,0,0,S0145,f,1,355,11
104,JW_S0145_11_Pink.xlsx,pronouns,代名詞,JW,S0145,0,0,S0145,f,1,355,11
105,JW_S0145_11_Pink.xlsx,question_words,質問のことば,JW,S0145,0,0,S0145,f,1,355,11
106,JW_S0145_11_Pink.xlsx,locations,位置と場所についてのことば,JW,S0145,0,0,S0145,f,1,355,11
107,JW_S0145_11_Pink.xlsx,quantifiers,数量を表すことば,JW,S0145,0,0,S0145,f,1,355,11
108,JW_S0145_11_Pink.xlsx,sounds2,幼児語（その２）,JW,S0145,0,0,S0145,f,1,355,11
109,JW_S0145_11_Pink.xlsx,conversations,会話語,JW,S0145,0,0,S0145,f,1,355,11
110,JW_S0145_11_Pink.xlsx,others,その他,JW,S0145,0,0,S0145,f,1,355,11
111,JW_S0154_13_Pink.xlsx,sounds,幼児語,JW,S0154,6,0,S0154,m,1,413,13
112,JW_S0154_13_Pink.xlsx,animals,動物の名前,JW,S0154,4,0,S0154,m,1,413,13
113,JW_S0154_13_Pink.xlsx,vehicles,乗り物,JW,S0154,3,0,S0154,m,1,413,13
114,JW_S0154_13_Pink.xlsx,toys,おもちゃ,JW,S0154,5,0,S0154,m,1,413,13
115,JW_S0154_13_Pink.xlsx,food_drink,食べ物と飲み物,JW,S0154,17,0,S0154,m,1,413,13
116,JW_S0154_13_Pink.xlsx,clothing,衣類,JW,S0154,7,0,S0154,m,1,413,13
117,JW_S0154_13_Pink.xlsx,body_parts,体の部分,JW,S0154,14,0,S0154,m,1,413,13
118,JW_S0154_13_Pink.xlsx,furniture_rooms,家具と部屋,JW,S0154,16,0,S0154,m,1,413,13
119,JW_S0154_13_Pink.xlsx,household,小さな家庭用品,JW,S0154,21,0,S0154,m,1,413,13
120,JW_S0154_13_Pink.xlsx,outside,戸外の物と場所,JW,S0154,8,0,S0154,m,1,413,13
121,JW_S0154_13_Pink.xlsx,people,人々,JW,S0154,11,0,S0154,m,1,413,13
122,JW_S0154_13_Pink.xlsx,games_routines,日課とあいさつ,JW,S0154,17,0,S0154,m,1,413,13
123,JW_S0154_13_Pink.xlsx,action_words,動作語,JW,S0154,39,0,S0154,m,1,413,13
124,JW_S0154_13_Pink.xlsx,time_words,時間についてのことば,JW,S0154,3,0,S0154,m,1,413,13
125,JW_S0154_13_Pink.xlsx,descriptive_words,ようす・性質,JW,S0154,18,0,S0154,m,1,413,13
126,JW_S0154_13_Pink.xlsx,pronouns,代名詞,JW,S0154,2,0,S0154,m,1,413,13
127,JW_S0154_13_Pink.xlsx,question_words,質問のことば,JW,S0154,0,0,S0154,m,1,413,13
128,JW_S0154_13_Pink.xlsx,locations,位置と場所についてのことば,JW,S0154,2,0,S0154,m,1,413,13
129,JW_S0154_13_Pink.xlsx,quantifiers,数量を表すことば,JW,S0154,2,0,S0154,m,1,413,13
130,JW_S0154_13_Pink.xlsx,sounds2,幼児語（その２）,JW,S0154,7,0,S0154,m,1,413,13
131,JW_S0154_13_Pink.xlsx,conversations,会話語,JW,S0154,5,0,S0154,m,1,413,13
132,JW_S0154_13_Pink.xlsx,others,その他,JW,S0154,5,0,S0154,m,1,413,13
133,JW_S0174_11_Pink.xlsx,sounds,幼児語,JW,S0174,0,0,S0174,m,1,355,11
134,JW_S0174_11_Pink.xlsx,animals,動物の名前,JW,S0174,0,0,S0174,m,1,355,11
135,JW_S0174_11_Pink.xlsx,vehicles,乗り物,JW,S0174,0,0,S0174,m,1,355,11
136,JW_S0174_11_Pink.xlsx,toys,おもちゃ,JW,S0174,0,0,S0174,m,1,355,11
137,JW_S0174_11_Pink.xlsx,food_drink,食べ物と飲み物,JW,S0174,1,0,S0174,m,1,355,11
138,JW_S0174_11_Pink.xlsx,clothing,衣類,JW,S0174,0,0,S0174,m,1,355,11
139,JW_S0174_11_Pink.xlsx,body_parts,体の部分,JW,S0174,0,0,S0174,m,1,355,11
140,JW_S0174_11_Pink.xlsx,furniture_rooms,家具と部屋,JW,S0174,0,0,S0174,m,1,355,11
141,JW_S0174_11_Pink.xlsx,household,小さな家庭用品,JW,S0174,0,0,S0174,m,1,355,11
142,JW_S0174_11_Pink.xlsx,outside,戸外の物と場所,JW,S0174,0,0,S0174,m,1,355,11
143,JW_S0174_11_Pink.xlsx,people,人々,JW,S0174,2,0,S0174,m,1,355,11
144,JW_S0174_11_Pink.xlsx,games_routines,日課とあいさつ,JW,S0174,5,0,S0174,m,1,355,11
145,JW_S0174_11_Pink.xlsx,action_words,動作語,JW,S0174,0,0,S0174,m,1,355,11
146,JW_S0174_11_Pink.xlsx,time_words,時間についてのことば,JW,S0174,0,0,S0174,m,1,355,11
147,JW_S0174_11_Pink.xlsx,descriptive_words,ようす・性質,JW,S0174,0,0,S0174,m,1,355,11
148,JW_S0174_11_Pink.xlsx,pronouns,代名詞,JW,S0174,0,0,S0174,m,1,355,11
149,JW_S0174_11_Pink.xlsx,question_words,質問のことば,JW,S0174,0,0,S0174,m,1,355,11
150,JW_S0174_11_Pink.xlsx,locations,位置と場所についてのことば,JW,S0174,0,0,S0174,m,1,355,11
151,JW_S0174_11_Pink.xlsx,quantifiers,数量を表すことば,JW,S0174,0,0,S0174,m,1,355,11
152,JW_S0174_11_Pink.xlsx,sounds2,幼児語（その２）,JW,S0174,0,0,S0174,m,1,355,11
153,JW_S0174_11_Pink.xlsx,conversations,会話語,JW,S0174,0,0,S0174,m,1,355,11
154,JW_S0174_11_Pink.xlsx,others,その他,JW,S0174,1,0,S0174,m,1,355,11
155,JW_S0175_11_Pink.xlsx,sounds,幼児語,JW,S0175,0,0,S0175,m,1,353,11
156,JW_S0175_11_Pink.xlsx,animals,動物の名前,JW,S0175,0,0,S0175,m,1,353,11
157,JW_S0175_11_Pink.xlsx,vehicles,乗り物,JW,S0175,0,0,S0175,m,1,353,11
158,JW_S0175_11_Pink.xlsx,toys,おもちゃ,JW,S0175,0,0,S0175,m,1,353,11
159,JW_S0175_11_Pink.xlsx,food_drink,食べ物と飲み物,JW,S0175,1,0,S0175,m,1,353,11
160,JW_S0175_11_Pink.xlsx,clothing,衣類,JW,S0175,0,0,S0175,m,1,353,11
161,JW_S0175_11_Pink.xlsx,body_parts,体の部分,JW,S0175,0,0,S0175,m,1,353,11
162,JW_S0175_11_Pink.xlsx,furniture_rooms,家具と部屋,JW,S0175,0,0,S0175,m,1,353,11
163,JW_S0175_11_Pink.xlsx,household,小さな家庭用品,JW,S0175,0,0,S0175,m,1,353,11
164,JW_S0175_11_Pink.xlsx,outside,戸外の物と場所,JW,S0175,0,0,S0175,m,1,353,11
165,JW_S0175_11_Pink.xlsx,people,人々,JW,S0175,3,0,S0175,m,1,353,11
166,JW_S0175_11_Pink.xlsx,games_routines,日課とあいさつ,JW,S0175,1,0,S0175,m,1,353,11
167,JW_S0175_11_Pink.xlsx,action_words,動作語,JW,S0175,0,0,S0175,m,1,353,11
168,JW_S0175_11_Pink.xlsx,time_words,時間についてのことば,JW,S0175,0,0,S0175,m,1,353,11
169,JW_S0175_11_Pink.xlsx,descriptive_words,ようす・性質,JW,S0175,0,0,S0175,m,1,353,11
170,JW_S0175_11_Pink.xlsx,pronouns,代名詞,JW,S0175,1,0,S0175,m,1,353,11
171,JW_S0175_11_Pink.xlsx,question_words,質問のことば,JW,S0175,0,0,S0175,m,1,353,11
172,JW_S0175_11_Pink.xlsx,locations,位置と場所についてのことば,JW,S0175,0,0,S0175,m,1,353,11
173,JW_S0175_11_Pink.xlsx,quantifiers,数量を表すことば,JW,S0175,0,0,S0175,m,1,353,11
174,JW_S0175_11_Pink.xlsx,sounds2,幼児語（その２）,JW,S0175,0,0,S0175,m,1,353,11
175,JW_S0175_11_Pink.xlsx,conversations,会話語,JW,S0175,0,0,S0175,m,1,353,11
176,JW_S0175_11_Pink.xlsx,others,その他,JW,S0175,0,0,S0175,m,1,353,11
177,JW_S0220_11_Pink.xlsx,sounds,幼児語,JW,S0220,0,0,S0220,f,1,353,11
178,JW_S0220_11_Pink.xlsx,animals,動物の名前,JW,S0220,0,0,S0220,f,1,353,11
179,JW_S0220_11_Pink.xlsx,vehicles,乗り物,JW,S0220,0,0,S0220,f,1,353,11
180,JW_S0220_11_Pink.xlsx,toys,おもちゃ,JW,S0220,0,0,S0220,f,1,353,11
181,JW_S0220_11_Pink.xlsx,food_drink,食べ物と飲み物,JW,S0220,0,0,S0220,f,1,353,11
182,JW_S0220_11_Pink.xlsx,clothing,衣類,JW,S0220,0,0,S0220,f,1,353,11
183,JW_S0220_11_Pink.xlsx,body_parts,体の部分,JW,S0220,0,0,S0220,f,1,353,11
184,JW_S0220_11_Pink.xlsx,furniture_rooms,家具と部屋,JW,S0220,0,0,S0220,f,1,353,11
185,JW_S0220_11_Pink.xlsx,household,小さな家庭用品,JW,S0220,0,0,S0220,f,1,353,11
186,JW_S0220_11_Pink.xlsx,outside,戸外の物と場所,JW,S0220,0,0,S0220,f,1,353,11
187,JW_S0220_11_Pink.xlsx,people,人々,JW,S0220,3,0,S0220,f,1,353,11
188,JW_S0220_11_Pink.xlsx,games_routines,日課とあいさつ,JW,S0220,4,0,S0220,f,1,353,11
189,JW_S0220_11_Pink.xlsx,action_words,動作語,JW,S0220,0,0,S0220,f,1,353,11
190,JW_S0220_11_Pink.xlsx,time_words,時間についてのことば,JW,S0220,0,0,S0220,f,1,353,11
191,JW_S0220_11_Pink.xlsx,descriptive_words,ようす・性質,JW,S0220,0,0,S0220,f,1,353,11
192,JW_S0220_11_Pink.xlsx,pronouns,代名詞,JW,S0220,0,0,S0220,f,1,353,11
193,JW_S0220_11_Pink.xlsx,question_words,質問のことば,JW,S0220,0,0,S0220,f,1,353,11
194,JW_S0220_11_Pink.xlsx,locations,位置と場所についてのことば,JW,S0220,0,0,S0220,f,1,353,11
195,JW_S0220_11_Pink.xlsx,quantifiers,数量を表すことば,JW,S0220,0,0,S0220,f,1,353,11
196,JW_S0220_11_Pink.xlsx,sounds2,幼児語（その２）,JW,S0220,0,0,S0220,f,1,353,11
197,JW_S0220_11_Pink.xlsx,conversations,会話語,JW,S0220,0,0,S0220,f,1,353,11
198,JW_S0220_11_Pink.xlsx,others,その他,JW,S0220,0,0,S0220,f,1,353,11
199,JW_S0294_11_Pink.xlsx,sounds,幼児語,JW,S0294,0,0,S0294,m,1,340,11
200,JW_S0294_11_Pink.xlsx,animals,動物の名前,JW,S0294,0,0,S0294,m,1,340,11
201,JW_S0294_11_Pink.xlsx,vehicles,乗り物,JW,S0294,0,0,S0294,m,1,340,11
202,JW_S0294_11_Pink.xlsx,toys,おもちゃ,JW,S0294,0,0,S0294,m,1,340,11
203,JW_S0294_11_Pink.xlsx,food_drink,食べ物と飲み物,JW,S0294,0,0,S0294,m,1,340,11
204,JW_S0294_11_Pink.xlsx,clothing,衣類,JW,S0294,0,0,S0294,m,1,340,11
205,JW_S0294_11_Pink.xlsx,body_parts,体の部分,JW,S0294,0,0,S0294,m,1,340,11
206,JW_S0294_11_Pink.xlsx,furniture_rooms,家具と部屋,JW,S0294,0,0,S0294,m,1,340,11
207,JW_S0294_11_Pink.xlsx,household,小さな家庭用品,JW,S0294,0,0,S0294,m,1,340,11
208,JW_S0294_11_Pink.xlsx,outside,戸外の物と場所,JW,S0294,0,0,S0294,m,1,340,11
209,JW_S0294_11_Pink.xlsx,people,人々,JW,S0294,0,0,S0294,m,1,340,11
210,JW_S0294_11_Pink.xlsx,games_routines,日課とあいさつ,JW,S0294,0,0,S0294,m,1,340,11
211,JW_S0294_11_Pink.xlsx,action_words,動作語,JW,S0294,0,0,S0294,m,1,340,11
212,JW_S0294_11_Pink.xlsx,time_words,時間についてのことば,JW,S0294,0,0,S0294,m,1,340,11
213,JW_S0294_11_Pink.xlsx,descriptive_words,ようす・性質,JW,S0294,0,0,S0294,m,1,340,11
214,JW_S0294_11_Pink.xlsx,pronouns,代名詞,JW,S0294,0,0,S0294,m,1,340,11
215,JW_S0294_11_Pink.xlsx,question_words,質問のことば,JW,S0294,0,0,S0294,m,1,340,11
216,JW_S0294_11_Pink.xlsx,locations,位置と場所についてのことば,JW,S0294,0,0,S0294,m,1,340,11
217,JW_S0294_11_Pink.xlsx,quantifiers,数量を表すことば,JW,S0294,0,0,S0294,m,1,340,11
218,JW_S0294_11_Pink.xlsx,sounds2,幼児語（その２）,JW,S0294,0,0,S0294,m,1,340,11
219,JW_S0294_11_Pink.xlsx,conversations,会話語,JW,S0294,0,0,S0294,m,1,340,11
220,JW_S0294_11_Pink.xlsx,others,その他,JW,S0294,0,0,S0294,m,1,340,11
221,JW_S0305_11_Pink.xlsx,sounds,幼児語,JW,S0305,0,0,S0305,f,1,356,11
222,JW_S0305_11_Pink.xlsx,animals,動物の名前,JW,S0305,0,0,S0305,f,1,356,11
223,JW_S0305_11_Pink.xlsx,vehicles,乗り物,JW,S0305,0,0,S0305,f,1,356,11
224,JW_S0305_11_Pink.xlsx,toys,おもちゃ,JW,S0305,0,0,S0305,f,1,356,11
225,JW_S0305_11_Pink.xlsx,food_drink,食べ物と飲み物,JW,S0305,0,0,S0305,f,1,356,11
226,JW_S0305_11_Pink.xlsx,clothing,衣類,JW,S0305,0,0,S0305,f,1,356,11
227,JW_S0305_11_Pink.xlsx,body_parts,体の部分,JW,S0305,0,0,S0305,f,1,356,11
228,JW_S0305_11_Pink.xlsx,furniture_rooms,家具と部屋,JW,S0305,0,0,S0305,f,1,356,11
229,JW_S0305_11_Pink.xlsx,household,小さな家庭用品,JW,S0305,0,0,S0305,f,1,356,11
230,JW_S0305_11_Pink.xlsx,outside,戸外の物と場所,JW,S0305,0,0,S0305,f,1,356,11
231,JW_S0305_11_Pink.xlsx,people,人々,JW,S0305,0,0,S0305,f,1,356,11
232,JW_S0305_11_Pink.xlsx,games_routines,日課とあいさつ,JW,S0305,0,0,S0305,f,1,356,11
233,JW_S0305_11_Pink.xlsx,action_words,動作語,JW,S0305,0,0,S0305,f,1,356,11
234,JW_S0305_11_Pink.xlsx,time_words,時間についてのことば,JW,S0305,0,0,S0305,f,1,356,11
235,JW_S0305_11_Pink.xlsx,descriptive_words,ようす・性質,JW,S0305,0,0,S0305,f,1,356,11
236,JW_S0305_11_Pink.xlsx,pronouns,代名詞,JW,S0305,0,0,S0305,f,1,356,11
237,JW_S0305_11_Pink.xlsx,question_words,質問のことば,JW,S0305,0,0,S0305,f,1,356,11
238,JW_S0305_11_Pink.xlsx,locations,位置と場所についてのことば,JW,S0305,0,0,S0305,f,1,356,11
239,JW_S0305_11_Pink.xlsx,quantifiers,数量を表すことば,JW,S0305,0,0,S0305,f,1,356,11
240,JW_S0305_11_Pink.xlsx,sounds2,幼児語（その２）,JW,S0305,0,0,S0305,f,1,356,11
241,JW_S0305_11_Pink.xlsx,conversations,会話語,JW,S0305,0,0,S0305,f,1,356,11
242,JW_S0305_11_Pink.xlsx,others,その他,JW,S0305,0,0,S0305,f,1,356,11
243,JW_S0307_11_Pink.xlsx,sounds,幼児語,JW,S0307,3,1,S0307,f,1,356,11
244,JW_S0307_11_Pink.xlsx,animals,動物の名前,JW,S0307,1,1,S0307,f,1,356,11
245,JW_S0307_11_Pink.xlsx,vehicles,乗り物,JW,S0307,2,0,S0307,f,1,356,11
246,JW_S0307_11_Pink.xlsx,toys,おもちゃ,JW,S0307,2,0,S0307,f,1,356,11
247,JW_S0307_11_Pink.xlsx,food_drink,食べ物と飲み物,JW,S0307,2,0,S0307,f,1,356,11
248,JW_S0307_11_Pink.xlsx,clothing,衣類,JW,S0307,1,0,S0307,f,1,356,11
249,JW_S0307_11_Pink.xlsx,body_parts,体の部分,JW,S0307,0,0,S0307,f,1,356,11
250,JW_S0307_11_Pink.xlsx,furniture_rooms,家具と部屋,JW,S0307,0,0,S0307,f,1,356,11
251,JW_S0307_11_Pink.xlsx,household,小さな家庭用品,JW,S0307,0,0,S0307,f,1,356,11
252,JW_S0307_11_Pink.xlsx,outside,戸外の物と場所,JW,S0307,0,0,S0307,f,1,356,11
253,JW_S0307_11_Pink.xlsx,people,人々,JW,S0307,5,2,S0307,f,1,356,11
254,JW_S0307_11_Pink.xlsx,games_routines,日課とあいさつ,JW,S0307,4,6,S0307,f,1,356,11
255,JW_S0307_11_Pink.xlsx,action_words,動作語,JW,S0307,5,0,S0307,f,1,356,11
256,JW_S0307_11_Pink.xlsx,time_words,時間についてのことば,JW,S0307,0,0,S0307,f,1,356,11
257,JW_S0307_11_Pink.xlsx,descriptive_words,ようす・性質,JW,S0307,5,0,S0307,f,1,356,11
