,filename,category_en,category_ja,project,id,understands,produces,ID,Sex.(f/m),OpenScience.(ok:1/no:0),AgeD.(days),AgeM.(months)
48,BL_B0003_16_Pink.xlsx,toys,おもちゃ,BL,B0003,0,0,B0003,f,1,506,16
49,BL_B0003_16_Pink.xlsx,food_drink,食べ物と飲み物,BL,B0003,2,0,B0003,f,1,506,16
50,BL_B0003_16_Pink.xlsx,clothing,衣類,BL,B0003,1,0,B0003,f,1,506,16
51,BL_B0003_16_Pink.xlsx,body_parts,体の部分,BL,B0003,0,0,B0003,f,1,506,16
52,BL_B0003_16_Pink.xlsx,furniture_rooms,家具と部屋,BL,B0003,0,0,B0003,f,1,506,16
53,BL_B0003_16_Pink.xlsx,household,小さな家庭用品,BL,B0003,1,0,B0003,f,1,506,16
54,BL_B0003_16_Pink.xlsx,outside,戸外の物と場所,BL,B0003,0,0,B0003,f,1,506,16
55,BL_B0003_16_Pink.xlsx,people,人々,BL,B0003,0,2,B0003,f,1,506,16
56,BL_B0003_16_Pink.xlsx,games_routines,日課とあいさつ,BL,B0003,4,2,B0003,f,1,506,16
57,BL_B0003_16_Pink.xlsx,action_words,動作語,BL,B0003,2,0,B0003,f,1,506,16
58,BL_B0003_16_Pink.xlsx,time_words,時間についてのことば,BL,B0003,0,0,B0003,f,1,506,16
59,BL_B0003_16_Pink.xlsx,descriptive_words,ようす・性質,BL,B0003,0,0,B0003,f,1,506,16
60,BL_B0003_16_Pink.xlsx,pronouns,代名詞,BL,B0003,0,0,B0003,f,1,506,16
61,BL_B0003_16_Pink.xlsx,question_words,質問のことば,BL,B0003,0,0,B0003,f,1,506,16
62,BL_B0003_16_Pink.xlsx,locations,位置と場所についてのことば,BL,B0003,0,0,B0003,f,1,506,16
63,BL_B0003_16_Pink.xlsx,quantifiers,数量を表すことば,BL,B0003,0,0,B0003,f,1,506,16
64,BL_B0003_16_Pink.xlsx,sounds2,幼児語（その２）,BL,B0003,0,0,B0003,f,1,506,16
65,BL_B0003_16_Pink.xlsx,conversations,会話語,BL,B0003,0,0,B0003,f,1,506,16
66,BL_B0003_16_Pink.xlsx,others,その他,BL,B0003,0,0,B0003,f,1,506,16
67,BL_B0004_17_Pink.xlsx,sounds,幼児語,BL,B0004,1,7,B0004,f,1,543,17
68,BL_B0004_17_Pink.xlsx,animals,動物の名前,BL,B0004,2,0,B0004,f,1,543,17
69,BL_B0004_17_Pink.xlsx,vehicles,乗り物,BL,B0004,0,0,B0004,f,1,543,17
70,BL_B0004_17_Pink.xlsx,toys,おもちゃ,BL,B0004,3,0,B0004,f,1,543,17
71,BL_B0004_17_Pink.xlsx,food_drink,食べ物と飲み物,BL,B0004,2,9,B0004,f,1,543,17
72,BL_B0004_17_Pink.xlsx,clothing,衣類,BL,B0004,4,1,B0004,f,1,543,17
73,BL_B0004_17_Pink.xlsx,body_parts,体の部分,BL,B0004,4,1,B0004,f,1,543,17
74,BL_B0004_17_Pink.xlsx,furniture_rooms,家具と部屋,BL,B0004,5,0,B0004,f,1,543,17
75,BL_B0004_17_Pink.xlsx,household,小さな家庭用品,BL,B0004,5,0,B0004,f,1,543,17
76,BL_B0004_17_Pink.xlsx,outside,戸外の物と場所,BL,B0004,1,0,B0004,f,1,543,17
77,BL_B0004_17_Pink.xlsx,people,人々,BL,B0004,3,3,B0004,f,1,543,17
78,BL_B0004_17_Pink.xlsx,games_routines,日課とあいさつ,BL,B0004,10,4,B0004,f,1,543,17
79,BL_B0004_17_Pink.xlsx,action_words,動作語,BL,B0004,15,1,B0004,f,1,543,17
80,BL_B0004_17_Pink.xlsx,time_words,時間についてのことば,BL,B0004,0,0,B0004,f,1,543,17
81,BL_B0004_17_Pink.xlsx,descriptive_words,ようす・性質,BL,B0004,1,0,B0004,f,1,543,17
82,BL_B0004_17_Pink.xlsx,pronouns,代名詞,BL,B0004,0,1,B0004,f,1,543,17
83,BL_B0004_17_Pink.xlsx,question_words,質問のことば,BL,B0004,0,0,B0004,f,1,543,17
84,BL_B0004_17_Pink.xlsx,locations,位置と場所についてのことば,BL,B0004,0,0,B0004,f,1,543,17
85,BL_B0004_17_Pink.xlsx,quantifiers,数量を表すことば,BL,B0004,0,0,B0004,f,1,543,17
86,BL_B0004_17_Pink.xlsx,sounds2,幼児語（その２）,BL,B0004,1,6,B0004,f,1,543,17
87,BL_B0004_17_Pink.xlsx,conversations,会話語,BL,B0004,0,2,B0004,f,1,543,17
88,BL_B0004_17_Pink.xlsx,others,その他,BL,B0004,0,2,B0004,f,1,543,17
89,BL_B0005_15_Pink.xlsx,sounds,幼児語,BL,B0005,2,3,B0005,f,1,469,15
90,BL_B0005_15_Pink.xlsx,animals,動物の名前,BL,B0005,3,1,B0005,f,1,469,15
91,BL_B0005_15_Pink.xlsx,vehicles,乗り物,BL,B0005,0,1,B0005,f,1,469,15
92,BL_B0005_15_Pink.xlsx,toys,おもちゃ,BL,B0005,1,0,B0005,f,1,469,15
93,BL_B0005_15_Pink.xlsx,food_drink,食べ物と飲み物,BL,B0005,2,4,B0005,f,1,469,15
94,BL_B0005_15_Pink.xlsx,clothing,衣類,BL,B0005,0,0,B0005,f,1,469,15
95,BL_B0005_15_Pink.xlsx,body_parts,体の部分,BL,B0005,0,0,B0005,f,1,469,15
96,BL_B0005_15_Pink.xlsx,furniture_rooms,家具と部屋,BL,B0005,2,0,B0005,f,1,469,15
97,BL_B0005_15_Pink.xlsx,household,小さな家庭用品,BL,B0005,1,0,B0005,f,1,469,15
98,BL_B0005_15_Pink.xlsx,outside,戸外の物と場所,BL,B0005,2,0,B0005,f,1,469,15
99,BL_B0005_15_Pink.xlsx,people,人々,BL,B0005,4,0,B0005,f,1,469,15
100,BL_B0005_15_Pink.xlsx,games_routines,日課とあいさつ,BL,B0005,6,2,B0005,f,1,469,15
101,BL_B0005_15_Pink.xlsx,action_words,動作語,BL,B0005,1,0,B0005,f,1,469,15
102,BL_B0005_15_Pink.xlsx,time_words,時間についてのことば,BL,B0005,0,0,B0005,f,1,469,15
103,BL_B0005_15_Pink.xlsx,descriptive_words,ようす・性質,BL,B0005,1,1,B0005,f,1,469,15
104,BL_B0005_15_Pink.xlsx,pronouns,代名詞,BL,B0005,0,0,B0005,f,1,469,15
105,BL_B0005_15_Pink.xlsx,question_words,質問のことば,BL,B0005,1,0,B0005,f,1,469,15
106,BL_B0005_15_Pink.xlsx,locations,位置と場所についてのことば,BL,B0005,0,0,B0005,f,1,469,15
107,BL_B0005_15_Pink.xlsx,quantifiers,数量を表すことば,BL,B0005,0,0,B0005,f,1,469,15
108,BL_B0005_15_Pink.xlsx,sounds2,幼児語（その２）,BL,B0005,0,0,B0005,f,1,469,15
109,BL_B0005_15_Pink.xlsx,conversations,会話語,BL,B0005,0,0,B0005,f,1,469,15
110,BL_B0005_15_Pink.xlsx,others,その他,BL,B0005,0,0,B0005,f,1,469,15
111,BL_B0006_15_Pink.xlsx,sounds,幼児語,BL,B0006,3,0,B0006,f,1,479,15
112,BL_B0006_15_Pink.xlsx,animals,動物の名前,BL,B0006,6,0,B0006,f,1,479,15
113,BL_B0006_15_Pink.xlsx,vehicles,乗り物,BL,B0006,0,0,B0006,f,1,479,15
114,BL_B0006_15_Pink.xlsx,toys,おもちゃ,BL,B0006,5,0,B0006,f,1,479,15
115,BL_B0006_15_Pink.xlsx,food_drink,食べ物と飲み物,BL,B0006,9,0,B0006,f,1,479,15
116,BL_B0006_15_Pink.xlsx,clothing,衣類,BL,B0006,5,0,B0006,f,1,479,15
117,BL_B0006_15_Pink.xlsx,body_parts,体の部分,BL,B0006,8,0,B0006,f,1,479,15
118,BL_B0006_15_Pink.xlsx,furniture_rooms,家具と部屋,BL,B0006,2,0,B0006,f,1,479,15
119,BL_B0006_15_Pink.xlsx,household,小さな家庭用品,BL,B0006,4,0,B0006,f,1,479,15
120,BL_B0006_15_Pink.xlsx,outside,戸外の物と場所,BL,B0006,2,0,B0006,f,1,479,15
121,BL_B0006_15_Pink.xlsx,people,人々,BL,B0006,2,1,B0006,f,1,479,15
122,BL_B0006_15_Pink.xlsx,games_routines,日課とあいさつ,BL,B0006,17,1,B0006,f,1,479,15
123,BL_B0006_15_Pink.xlsx,action_words,動作語,BL,B0006,39,1,B0006,f,1,479,15
124,BL_B0006_15_Pink.xlsx,time_words,時間についてのことば,BL,B0006,1,0,B0006,f,1,479,15
125,BL_B0006_15_Pink.xlsx,descriptive_words,ようす・性質,BL,B0006,8,0,B0006,f,1,479,15
126,BL_B0006_15_Pink.xlsx,pronouns,代名詞,BL,B0006,6,0,B0006,f,1,479,15
127,BL_B0006_15_Pink.xlsx,question_words,質問のことば,BL,B0006,0,0,B0006,f,1,479,15
128,BL_B0006_15_Pink.xlsx,locations,位置と場所についてのことば,BL,B0006,2,0,B0006,f,1,479,15
129,BL_B0006_15_Pink.xlsx,quantifiers,数量を表すことば,BL,B0006,2,0,B0006,f,1,479,15
130,BL_B0006_15_Pink.xlsx,sounds2,幼児語（その２）,BL,B0006,6,0,B0006,f,1,479,15
131,BL_B0006_15_Pink.xlsx,conversations,会話語,BL,B0006,7,2,B0006,f,1,479,15
132,BL_B0006_15_Pink.xlsx,others,その他,BL,B0006,1,0,B0006,f,1,479,15
133,BL_B0007_16_Pink.xlsx,sounds,幼児語,BL,B0007,3,3,B0007,f,1,506,16
134,BL_B0007_16_Pink.xlsx,animals,動物の名前,BL,B0007,30,0,B0007,f,1,506,16
135,BL_B0007_16_Pink.xlsx,vehicles,乗り物,BL,B0007,7,0,B0007,f,1,506,16
136,BL_B0007_16_Pink.xlsx,toys,おもちゃ,BL,B0007,7,0,B0007,f,1,506,16
137,BL_B0007_16_Pink.xlsx,food_drink,食べ物と飲み物,BL,B0007,15,1,B0007,f,1,506,16
138,BL_B0007_16_Pink.xlsx,clothing,衣類,BL,B0007,5,0,B0007,f,1,506,16
139,BL_B0007_16_Pink.xlsx,body_parts,体の部分,BL,B0007,15,0,B0007,f,1,506,16
140,BL_B0007_16_Pink.xlsx,furniture_rooms,家具と部屋,BL,B0007,11,0,B0007,f,1,506,16
141,BL_B0007_16_Pink.xlsx,household,小さな家庭用品,BL,B0007,14,0,B0007,f,1,506,16
142,BL_B0007_16_Pink.xlsx,outside,戸外の物と場所,BL,B0007,9,0,B0007,f,1,506,16
143,BL_B0007_16_Pink.xlsx,people,人々,BL,B0007,6,0,B0007,f,1,506,16
144,BL_B0007_16_Pink.xlsx,games_routines,日課とあいさつ,BL,B0007,15,2,B0007,f,1,506,16
145,BL_B0007_16_Pink.xlsx,action_words,動作語,BL,B0007,39,0,B0007,f,1,506,16
146,BL_B0007_16_Pink.xlsx,time_words,時間についてのことば,BL,B0007,4,0,B0007,f,1,506,16
147,BL_B0007_16_Pink.xlsx,descriptive_words,ようす・性質,BL,B0007,15,0,B0007,f,1,506,16
148,BL_B0007_16_Pink.xlsx,pronouns,代名詞,BL,B0007,0,0,B0007,f,1,506,16
149,BL_B0007_16_Pink.xlsx,question_words,質問のことば,BL,B0007,0,0,B0007,f,1,506,16
150,BL_B0007_16_Pink.xlsx,locations,位置と場所についてのことば,BL,B0007,2,0,B0007,f,1,506,16
151,BL_B0007_16_Pink.xlsx,quantifiers,数量を表すことば,BL,B0007,1,0,B0007,f,1,506,16
152,BL_B0007_16_Pink.xlsx,sounds2,幼児語（その２）,BL,B0007,10,3,B0007,f,1,506,16
153,BL_B0007_16_Pink.xlsx,conversations,会話語,BL,B0007,6,1,B0007,f,1,506,16
154,BL_B0007_16_Pink.xlsx,others,その他,BL,B0007,4,0,B0007,f,1,506,16
155,BL_B0008_17_Pink.xlsx,sounds,幼児語,BL,B0008,1,6,B0008,f,1,534,17
156,BL_B0008_17_Pink.xlsx,animals,動物の名前,BL,B0008,1,4,B0008,f,1,534,17
157,BL_B0008_17_Pink.xlsx,vehicles,乗り物,BL,B0008,0,3,B0008,f,1,534,17
158,BL_B0008_17_Pink.xlsx,toys,おもちゃ,BL,B0008,0,0,B0008,f,1,534,17
159,BL_B0008_17_Pink.xlsx,food_drink,食べ物と飲み物,BL,B0008,4,2,B0008,f,1,534,17
160,BL_B0008_17_Pink.xlsx,clothing,衣類,BL,B0008,1,3,B0008,f,1,534,17
161,BL_B0008_17_Pink.xlsx,body_parts,体の部分,BL,B0008,4,5,B0008,f,1,534,17
162,BL_B0008_17_Pink.xlsx,furniture_rooms,家具と部屋,BL,B0008,2,0,B0008,f,1,534,17
163,BL_B0008_17_Pink.xlsx,household,小さな家庭用品,BL,B0008,2,0,B0008,f,1,534,17
164,BL_B0008_17_Pink.xlsx,outside,戸外の物と場所,BL,B0008,4,1,B0008,f,1,534,17
165,BL_B0008_17_Pink.xlsx,people,人々,BL,B0008,6,2,B0008,f,1,534,17
166,BL_B0008_17_Pink.xlsx,games_routines,日課とあいさつ,BL,B0008,7,8,B0008,f,1,534,17
167,BL_B0008_17_Pink.xlsx,action_words,動作語,BL,B0008,13,6,B0008,f,1,534,17
168,BL_B0008_17_Pink.xlsx,time_words,時間についてのことば,BL,B0008,0,0,B0008,f,1,534,17
169,BL_B0008_17_Pink.xlsx,descriptive_words,ようす・性質,BL,B0008,3,4,B0008,f,1,534,17
170,BL_B0008_17_Pink.xlsx,pronouns,代名詞,BL,B0008,5,2,B0008,f,1,534,17
171,BL_B0008_17_Pink.xlsx,question_words,質問のことば,BL,B0008,1,0,B0008,f,1,534,17
172,BL_B0008_17_Pink.xlsx,locations,位置と場所についてのことば,BL,B0008,0,0,B0008,f,1,534,17
173,BL_B0008_17_Pink.xlsx,quantifiers,数量を表すことば,BL,B0008,3,2,B0008,f,1,534,17
174,BL_B0008_17_Pink.xlsx,sounds2,幼児語（その２）,BL,B0008,3,12,B0008,f,1,534,17
175,BL_B0008_17_Pink.xlsx,conversations,会話語,BL,B0008,5,4,B0008,f,1,534,17
176,BL_B0008_17_Pink.xlsx,others,その他,BL,B0008,2,3,B0008,f,1,534,17
177,BL_B0009_16_Pink.xlsx,sounds,幼児語,BL,B0009,4,1,B0009,f,1,496,16
178,BL_B0009_16_Pink.xlsx,animals,動物の名前,BL,B0009,1,0,B0009,f,1,496,16
179,BL_B0009_16_Pink.xlsx,vehicles,乗り物,BL,B0009,1,0,B0009,f,1,496,16
180,BL_B0009_16_Pink.xlsx,toys,おもちゃ,BL,B0009,5,0,B0009,f,1,496,16
181,BL_B0009_16_Pink.xlsx,food_drink,食べ物と飲み物,BL,B0009,8,1,B0009,f,1,496,16
182,BL_B0009_16_Pink.xlsx,clothing,衣類,BL,B0009,4,1,B0009,f,1,496,16
183,BL_B0009_16_Pink.xlsx,body_parts,体の部分,BL,B0009,6,0,B0009,f,1,496,16
184,BL_B0009_16_Pink.xlsx,furniture_rooms,家具と部屋,BL,B0009,2,0,B0009,f,1,496,16
185,BL_B0009_16_Pink.xlsx,household,小さな家庭用品,BL,B0009,6,0,B0009,f,1,496,16
186,BL_B0009_16_Pink.xlsx,outside,戸外の物と場所,BL,B0009,4,0,B0009,f,1,496,16
187,BL_B0009_16_Pink.xlsx,people,人々,BL,B0009,5,1,B0009,f,1,496,16
188,BL_B0009_16_Pink.xlsx,games_routines,日課とあいさつ,BL,B0009,6,4,B0009,f,1,496,16
189,BL_B0009_16_Pink.xlsx,action_words,動作語,BL,B0009,10,0,B0009,f,1,496,16
190,BL_B0009_16_Pink.xlsx,time_words,時間についてのことば,BL,B0009,0,0,B0009,f,1,496,16
191,BL_B0009_16_Pink.xlsx,descriptive_words,ようす・性質,BL,B0009,1,0,B0009,f,1,496,16
192,BL_B0009_16_Pink.xlsx,pronouns,代名詞,BL,B0009,0,0,B0009,f,1,496,16
193,BL_B0009_16_Pink.xlsx,question_words,質問のことば,BL,B0009,0,0,B0009,f,1,496,16
194,BL_B0009_16_Pink.xlsx,locations,位置と場所についてのことば,BL,B0009,2,0,B0009,f,1,496,16
195,BL_B0009_16_Pink.xlsx,quantifiers,数量を表すことば,BL,B0009,1,0,B0009,f,1,496,16
196,BL_B0009_16_Pink.xlsx,sounds2,幼児語（その２）,BL,B0009,3,0,B0009,f,1,496,16
197,BL_B0009_16_Pink.xlsx,conversations,会話語,BL,B0009,0,0,B0009,f,1,496,16
198,BL_B0009_16_Pink.xlsx,others,その他,BL,B0009,1,1,B0009,f,1,496,16
199,BL_B0010_16_Pink.xlsx,sounds,幼児語,BL,B0010,8,1,B0010,f,1,495,16
200,BL_B0010_16_Pink.xlsx,animals,動物の名前,BL,B0010,20,0,B0010,f,1,495,16
201,BL_B0010_16_Pink.xlsx,vehicles,乗り物,BL,B0010,5,0,B0010,f,1,495,16
202,BL_B0010_16_Pink.xlsx,toys,おもちゃ,BL,B0010,5,0,B0010,f,1,495,16
203,BL_B0010_16_Pink.xlsx,food_drink,食べ物と飲み物,BL,B0010,8,3,B0010,f,1,495,16
204,BL_B0010_16_Pink.xlsx,clothing,衣類,BL,B0010,7,1,B0010,f,1,495,16
205,BL_B0010_16_Pink.xlsx,body_parts,体の部分,BL,B0010,11,0,B0010,f,1,495,16
206,BL_B0010_16_Pink.xlsx,furniture_rooms,家具と部屋,BL,B0010,8,0,B0010,f,1,495,16
207,BL_B0010_16_Pink.xlsx,household,小さな家庭用品,BL,B0010,8,0,B0010,f,1,495,16
208,BL_B0010_16_Pink.xlsx,outside,戸外の物と場所,BL,B0010,8,0,B0010,f,1,495,16
209,BL_B0010_16_Pink.xlsx,people,人々,BL,B0010,7,4,B0010,f,1,495,16
210,BL_B0010_16_Pink.xlsx,games_routines,日課とあいさつ,BL,B0010,13,2,B0010,f,1,495,16
211,BL_B0010_16_Pink.xlsx,action_words,動作語,BL,B0010,20,2,B0010,f,1,495,16
212,BL_B0010_16_Pink.xlsx,time_words,時間についてのことば,BL,B0010,0,0,B0010,f,1,495,16
213,BL_B0010_16_Pink.xlsx,descriptive_words,ようす・性質,BL,B0010,10,0,B0010,f,1,495,16
214,BL_B0010_16_Pink.xlsx,pronouns,代名詞,BL,B0010,0,0,B0010,f,1,495,16
215,BL_B0010_16_Pink.xlsx,question_words,質問のことば,BL,B0010,4,0,B0010,f,1,495,16
216,BL_B0010_16_Pink.xlsx,locations,位置と場所についてのことば,BL,B0010,3,0,B0010,f,1,495,16
217,BL_B0010_16_Pink.xlsx,quantifiers,数量を表すことば,BL,B0010,0,0,B0010,f,1,495,16
218,BL_B0010_16_Pink.xlsx,sounds2,幼児語（その２）,BL,B0010,10,2,B0010,f,1,495,16
219,BL_B0010_16_Pink.xlsx,conversations,会話語,BL,B0010,4,0,B0010,f,1,495,16
220,BL_B0010_16_Pink.xlsx,others,その他,BL,B0010,2,1,B0010,f,1,495,16
221,BL_B0012_17_Pink.xlsx,sounds,幼児語,BL,B0012,0,8,B0012,m,1,547,17
222,BL_B0012_17_Pink.xlsx,animals,動物の名前,BL,B0012,2,5,B0012,m,1,547,17
223,BL_B0012_17_Pink.xlsx,vehicles,乗り物,BL,B0012,0,6,B0012,m,1,547,17
224,BL_B0012_17_Pink.xlsx,toys,おもちゃ,BL,B0012,0,0,B0012,m,1,547,17
225,BL_B0012_17_Pink.xlsx,food_drink,食べ物と飲み物,BL,B0012,0,4,B0012,m,1,547,17
226,BL_B0012_17_Pink.xlsx,clothing,衣類,BL,B0012,2,2,B0012,m,1,547,17
227,BL_B0012_17_Pink.xlsx,body_parts,体の部分,BL,B0012,2,4,B0012,m,1,547,17
228,BL_B0012_17_Pink.xlsx,furniture_rooms,家具と部屋,BL,B0012,2,0,B0012,m,1,547,17
229,BL_B0012_17_Pink.xlsx,household,小さな家庭用品,BL,B0012,3,0,B0012,m,1,547,17
230,BL_B0012_17_Pink.xlsx,outside,戸外の物と場所,BL,B0012,1,1,B0012,m,1,547,17
231,BL_B0012_17_Pink.xlsx,people,人々,BL,B0012,0,7,B0012,m,1,547,17
232,BL_B0012_17_Pink.xlsx,games_routines,日課とあいさつ,BL,B0012,13,5,B0012,m,1,547,17
233,BL_B0012_17_Pink.xlsx,action_words,動作語,BL,B0012,5,6,B0012,m,1,547,17
234,BL_B0012_17_Pink.xlsx,time_words,時間についてのことば,BL,B0012,0,0,B0012,m,1,547,17
235,BL_B0012_17_Pink.xlsx,descriptive_words,ようす・性質,BL,B0012,1,3,B0012,m,1,547,17
236,BL_B0012_17_Pink.xlsx,pronouns,代名詞,BL,B0012,0,1,B0012,m,1,547,17
237,BL_B0012_17_Pink.xlsx,question_words,質問のことば,BL,B0012,0,0,B0012,m,1,547,17
238,BL_B0012_17_Pink.xlsx,locations,位置と場所についてのことば,BL,B0012,0,0,B0012,m,1,547,17
239,BL_B0012_17_Pink.xlsx,quantifiers,数量を表すことば,BL,B0012,0,2,B0012,m,1,547,17
240,BL_B0012_17_Pink.xlsx,sounds2,幼児語（その２）,BL,B0012,0,19,B0012,m,1,547,17
241,BL_B0012_17_Pink.xlsx,conversations,会話語,BL,B0012,1,0,B0012,m,1,547,17
242,BL_B0012_17_Pink.xlsx,others,その他,BL,B0012,0,3,B0012,m,1,547,17
243,BL_B0013_17_Pink.xlsx,sounds,幼児語,BL,B0013,2,0,B0013,f,1,519,17
244,BL_B0013_17_Pink.xlsx,animals,動物の名前,BL,B0013,0,0,B0013,f,1,519,17
245,BL_B0013_17_Pink.xlsx,vehicles,乗り物,BL,B0013,1,0,B0013,f,1,519,17
246,BL_B0013_17_Pink.xlsx,toys,おもちゃ,BL,B0013,1,0,B0013,f,1,519,17
247,BL_B0013_17_Pink.xlsx,food_drink,食べ物と飲み物,BL,B0013,6,0,B0013,f,1,519,17
248,BL_B0013_17_Pink.xlsx,clothing,衣類,BL,B0013,0,0,B0013,f,1,519,17
249,BL_B0013_17_Pink.xlsx,body_parts,体の部分,BL,B0013,8,0,B0013,f,1,519,17
250,BL_B0013_17_Pink.xlsx,furniture_rooms,家具と部屋,BL,B0013,4,0,B0013,f,1,519,17
251,BL_B0013_17_Pink.xlsx,household,小さな家庭用品,BL,B0013,1,0,B0013,f,1,519,17
252,BL_B0013_17_Pink.xlsx,outside,戸外の物と場所,BL,B0013,0,0,B0013,f,1,519,17
253,BL_B0013_17_Pink.xlsx,people,人々,BL,B0013,3,3,B0013,f,1,519,17
254,BL_B0013_17_Pink.xlsx,games_routines,日課とあいさつ,BL,B0013,13,2,B0013,f,1,519,17
255,BL_B0013_17_Pink.xlsx,action_words,動作語,BL,B0013,12,0,B0013,f,1,519,17
256,BL_B0013_17_Pink.xlsx,time_words,時間についてのことば,BL,B0013,0,0,B0013,f,1,519,17
257,BL_B0013_17_Pink.xlsx,descriptive_words,ようす・性質,BL,B0013,3,0,B0013,f,1,519,17
