"","filename","category_en","category_ja","project","id","produces","ID","Sex.(f/m)","OpenScience.(ok:1/no:0)","AgeD.(days)","AgeM.(months)"
"1","BL_B0025_29_Yellow.xlsx","sounds","幼児語","BL","B0025",12,"B0025","f",1,914,29
"2","BL_B0025_29_Yellow.xlsx","animals","動物の名前","BL","B0025",38,"B0025","f",1,914,29
"3","BL_B0025_29_Yellow.xlsx","vehicles","乗り物","BL","B0025",9,"B0025","f",1,914,29
"4","BL_B0025_29_Yellow.xlsx","toys","おもちゃ","BL","B0025",0,"B0025","f",1,914,29
"5","BL_B0025_29_Yellow.xlsx","food_drink","食べ物と飲み物","BL","B0025",53,"B0025","f",1,914,29
"6","BL_B0025_29_Yellow.xlsx","clothing","衣類","BL","B0025",17,"B0025","f",1,914,29
"7","BL_B0025_29_Yellow.xlsx","body_parts","体の部分","BL","B0025",26,"B0025","f",1,914,29
"8","BL_B0025_29_Yellow.xlsx","furniture_rooms","家具と部屋","BL","B0025",24,"B0025","f",1,914,29
"9","BL_B0025_29_Yellow.xlsx","household","小さな家庭用品","BL","B0025",33,"B0025","f",1,914,29
"10","BL_B0025_29_Yellow.xlsx","outside","戸外のもの","BL","B0025",22,"B0025","f",1,914,29
"11","BL_B0025_29_Yellow.xlsx","places","おでかけ","BL","B0025",7,"B0025","f",1,914,29
"12","BL_B0025_29_Yellow.xlsx","people","人々","BL","B0025",18,"B0025","f",1,914,29
"13","BL_B0025_29_Yellow.xlsx","games_routines","日課とあいさつ","BL","B0025",25,"B0025","f",1,914,29
"14","BL_B0025_29_Yellow.xlsx","action_words","動作語","BL","B0025",91,"B0025","f",1,914,29
"15","BL_B0025_29_Yellow.xlsx","time_words","時間についてのことば","BL","B0025",6,"B0025","f",1,914,29
"16","BL_B0025_29_Yellow.xlsx","descriptive_words","ようす・性質","BL","B0025",51,"B0025","f",1,914,29
"17","BL_B0025_29_Yellow.xlsx","pronouns","代名詞","BL","B0025",6,"B0025","f",1,914,29
"18","BL_B0025_29_Yellow.xlsx","question_words","質問のことば","BL","B0025",4,"B0025","f",1,914,29
"19","BL_B0025_29_Yellow.xlsx","locations","位置と場所についてのことば","BL","B0025",1,"B0025","f",1,914,29
"20","BL_B0025_29_Yellow.xlsx","quantifiers","数量をあらわすことば","BL","B0025",15,"B0025","f",1,914,29
"21","BL_B0025_29_Yellow.xlsx","connecting_words","接続語","BL","B0025",0,"B0025","f",1,914,29
"22","BL_B0025_29_Yellow.xlsx","sounds2","幼児語（その２）","BL","B0025",27,"B0025","f",1,914,29
"23","BL_B0025_29_Yellow.xlsx","conversations","会話語","BL","B0025",11,"B0025","f",1,914,29
"24","BL_B0025_29_Yellow.xlsx","others","その他","BL","B0025",9,"B0025","f",1,914,29
"25","BL_B0026_29_Yellow.xlsx","sounds","幼児語","BL","B0026",6,"B0026","f",1,911,29
"26","BL_B0026_29_Yellow.xlsx","animals","動物の名前","BL","B0026",10,"B0026","f",1,911,29
"27","BL_B0026_29_Yellow.xlsx","vehicles","乗り物","BL","B0026",4,"B0026","f",1,911,29
"28","BL_B0026_29_Yellow.xlsx","toys","おもちゃ","BL","B0026",6,"B0026","f",1,911,29
"29","BL_B0026_29_Yellow.xlsx","food_drink","食べ物と飲み物","BL","B0026",40,"B0026","f",1,911,29
"30","BL_B0026_29_Yellow.xlsx","clothing","衣類","BL","B0026",9,"B0026","f",1,911,29
"31","BL_B0026_29_Yellow.xlsx","body_parts","体の部分","BL","B0026",15,"B0026","f",1,911,29
"32","BL_B0026_29_Yellow.xlsx","furniture_rooms","家具と部屋","BL","B0026",4,"B0026","f",1,911,29
"33","BL_B0026_29_Yellow.xlsx","household","小さな家庭用品","BL","B0026",12,"B0026","f",1,911,29
"34","BL_B0026_29_Yellow.xlsx","outside","戸外のもの","BL","B0026",8,"B0026","f",1,911,29
"35","BL_B0026_29_Yellow.xlsx","places","おでかけ","BL","B0026",5,"B0026","f",1,911,29
"36","BL_B0026_29_Yellow.xlsx","people","人々","BL","B0026",12,"B0026","f",1,911,29
"37","BL_B0026_29_Yellow.xlsx","games_routines","日課とあいさつ","BL","B0026",24,"B0026","f",1,911,29
"38","BL_B0026_29_Yellow.xlsx","action_words","動作語","BL","B0026",14,"B0026","f",1,911,29
"39","BL_B0026_29_Yellow.xlsx","time_words","時間についてのことば","BL","B0026",0,"B0026","f",1,911,29
"40","BL_B0026_29_Yellow.xlsx","descriptive_words","ようす・性質","BL","B0026",11,"B0026","f",1,911,29
"41","BL_B0026_29_Yellow.xlsx","pronouns","代名詞","BL","B0026",1,"B0026","f",1,911,29
"42","BL_B0026_29_Yellow.xlsx","question_words","質問のことば","BL","B0026",2,"B0026","f",1,911,29
"43","BL_B0026_29_Yellow.xlsx","locations","位置と場所についてのことば","BL","B0026",0,"B0026","f",1,911,29
"44","BL_B0026_29_Yellow.xlsx","quantifiers","数量をあらわすことば","BL","B0026",8,"B0026","f",1,911,29
"45","BL_B0026_29_Yellow.xlsx","connecting_words","接続語","BL","B0026",0,"B0026","f",1,911,29
"46","BL_B0026_29_Yellow.xlsx","sounds2","幼児語（その２）","BL","B0026",13,"B0026","f",1,911,29
"47","BL_B0026_29_Yellow.xlsx","conversations","会話語","BL","B0026",3,"B0026","f",1,911,29
"48","BL_B0026_29_Yellow.xlsx","others","その他","BL","B0026",4,"B0026","f",1,911,29
"49","BL_B0027_30_Yellow.xlsx","sounds","幼児語","BL","B0027",11,"B0027","m",1,922,30
"50","BL_B0027_30_Yellow.xlsx","animals","動物の名前","BL","B0027",30,"B0027","m",1,922,30
"51","BL_B0027_30_Yellow.xlsx","vehicles","乗り物","BL","B0027",9,"B0027","m",1,922,30
"52","BL_B0027_30_Yellow.xlsx","toys","おもちゃ","BL","B0027",13,"B0027","m",1,922,30
"53","BL_B0027_30_Yellow.xlsx","food_drink","食べ物と飲み物","BL","B0027",34,"B0027","m",1,922,30
"54","BL_B0027_30_Yellow.xlsx","clothing","衣類","BL","B0027",11,"B0027","m",1,922,30
"55","BL_B0027_30_Yellow.xlsx","body_parts","体の部分","BL","B0027",13,"B0027","m",1,922,30
"56","BL_B0027_30_Yellow.xlsx","furniture_rooms","家具と部屋","BL","B0027",11,"B0027","m",1,922,30
"57","BL_B0027_30_Yellow.xlsx","household","小さな家庭用品","BL","B0027",14,"B0027","m",1,922,30
"58","BL_B0027_30_Yellow.xlsx","outside","戸外のもの","BL","B0027",7,"B0027","m",1,922,30
"59","BL_B0027_30_Yellow.xlsx","places","おでかけ","BL","B0027",9,"B0027","m",1,922,30
"60","BL_B0027_30_Yellow.xlsx","people","人々","BL","B0027",21,"B0027","m",1,922,30
"61","BL_B0027_30_Yellow.xlsx","games_routines","日課とあいさつ","BL","B0027",23,"B0027","m",1,922,30
"62","BL_B0027_30_Yellow.xlsx","action_words","動作語","BL","B0027",34,"B0027","m",1,922,30
"63","BL_B0027_30_Yellow.xlsx","time_words","時間についてのことば","BL","B0027",6,"B0027","m",1,922,30
"64","BL_B0027_30_Yellow.xlsx","descriptive_words","ようす・性質","BL","B0027",27,"B0027","m",1,922,30
"65","BL_B0027_30_Yellow.xlsx","pronouns","代名詞","BL","B0027",5,"B0027","m",1,922,30
"66","BL_B0027_30_Yellow.xlsx","question_words","質問のことば","BL","B0027",5,"B0027","m",1,922,30
"67","BL_B0027_30_Yellow.xlsx","locations","位置と場所についてのことば","BL","B0027",0,"B0027","m",1,922,30
"68","BL_B0027_30_Yellow.xlsx","quantifiers","数量をあらわすことば","BL","B0027",8,"B0027","m",1,922,30
"69","BL_B0027_30_Yellow.xlsx","connecting_words","接続語","BL","B0027",0,"B0027","m",1,922,30
"70","BL_B0027_30_Yellow.xlsx","sounds2","幼児語（その２）","BL","B0027",17,"B0027","m",1,922,30
"71","BL_B0027_30_Yellow.xlsx","conversations","会話語","BL","B0027",6,"B0027","m",1,922,30
"72","BL_B0027_30_Yellow.xlsx","others","その他","BL","B0027",5,"B0027","m",1,922,30
"73","BL_B0028_30_Yellow.xlsx","sounds","幼児語","BL","B0028",11,"B0028","f",1,942,30
"74","BL_B0028_30_Yellow.xlsx","animals","動物の名前","BL","B0028",18,"B0028","f",1,942,30
"75","BL_B0028_30_Yellow.xlsx","vehicles","乗り物","BL","B0028",7,"B0028","f",1,942,30
"76","BL_B0028_30_Yellow.xlsx","toys","おもちゃ","BL","B0028",9,"B0028","f",1,942,30
"77","BL_B0028_30_Yellow.xlsx","food_drink","食べ物と飲み物","BL","B0028",48,"B0028","f",1,942,30
"78","BL_B0028_30_Yellow.xlsx","clothing","衣類","BL","B0028",13,"B0028","f",1,942,30
"79","BL_B0028_30_Yellow.xlsx","body_parts","体の部分","BL","B0028",13,"B0028","f",1,942,30
"80","BL_B0028_30_Yellow.xlsx","furniture_rooms","家具と部屋","BL","B0028",12,"B0028","f",1,942,30
"81","BL_B0028_30_Yellow.xlsx","household","小さな家庭用品","BL","B0028",19,"B0028","f",1,942,30
"82","BL_B0028_30_Yellow.xlsx","outside","戸外のもの","BL","B0028",8,"B0028","f",1,942,30
"83","BL_B0028_30_Yellow.xlsx","places","おでかけ","BL","B0028",6,"B0028","f",1,942,30
"84","BL_B0028_30_Yellow.xlsx","people","人々","BL","B0028",9,"B0028","f",1,942,30
"85","BL_B0028_30_Yellow.xlsx","games_routines","日課とあいさつ","BL","B0028",23,"B0028","f",1,942,30
"86","BL_B0028_30_Yellow.xlsx","action_words","動作語","BL","B0028",54,"B0028","f",1,942,30
"87","BL_B0028_30_Yellow.xlsx","time_words","時間についてのことば","BL","B0028",4,"B0028","f",1,942,30
"88","BL_B0028_30_Yellow.xlsx","descriptive_words","ようす・性質","BL","B0028",31,"B0028","f",1,942,30
"89","BL_B0028_30_Yellow.xlsx","pronouns","代名詞","BL","B0028",7,"B0028","f",1,942,30
"90","BL_B0028_30_Yellow.xlsx","question_words","質問のことば","BL","B0028",3,"B0028","f",1,942,30
"91","BL_B0028_30_Yellow.xlsx","locations","位置と場所についてのことば","BL","B0028",4,"B0028","f",1,942,30
"92","BL_B0028_30_Yellow.xlsx","quantifiers","数量をあらわすことば","BL","B0028",11,"B0028","f",1,942,30
"93","BL_B0028_30_Yellow.xlsx","connecting_words","接続語","BL","B0028",1,"B0028","f",1,942,30
"94","BL_B0028_30_Yellow.xlsx","sounds2","幼児語（その２）","BL","B0028",25,"B0028","f",1,942,30
"95","BL_B0028_30_Yellow.xlsx","conversations","会話語","BL","B0028",8,"B0028","f",1,942,30
"96","BL_B0028_30_Yellow.xlsx","others","その他","BL","B0028",6,"B0028","f",1,942,30
"97","BL_B0030_28_Yellow.xlsx","sounds","幼児語","BL","B0030",3,"B0030","f",1,878.57708333333,28
"98","BL_B0030_28_Yellow.xlsx","animals","動物の名前","BL","B0030",2,"B0030","f",1,878.57708333333,28
"99","BL_B0030_28_Yellow.xlsx","vehicles","乗り物","BL","B0030",1,"B0030","f",1,878.57708333333,28
