"","filename","category_en","category_ja","project","id","produces","ID","Sex.(f/m)","OpenScience.(ok:1/no:0)","AgeD.(days)","AgeM.(months)"
"100","BL_B0030_28_Yellow.xlsx","toys","おもちゃ","BL","B0030",1,"B0030","f",1,878.57708333333,28
"101","BL_B0030_28_Yellow.xlsx","food_drink","食べ物と飲み物","BL","B0030",12,"B0030","f",1,878.57708333333,28
"102","BL_B0030_28_Yellow.xlsx","clothing","衣類","BL","B0030",5,"B0030","f",1,878.57708333333,28
"103","BL_B0030_28_Yellow.xlsx","body_parts","体の部分","BL","B0030",11,"B0030","f",1,878.57708333333,28
"104","BL_B0030_28_Yellow.xlsx","furniture_rooms","家具と部屋","BL","B0030",7,"B0030","f",1,878.57708333333,28
"105","BL_B0030_28_Yellow.xlsx","household","小さな家庭用品","BL","B0030",8,"B0030","f",1,878.57708333333,28
"106","BL_B0030_28_Yellow.xlsx","outside","戸外のもの","BL","B0030",3,"B0030","f",1,878.57708333333,28
"107","BL_B0030_28_Yellow.xlsx","places","おでかけ","BL","B0030",1,"B0030","f",1,878.57708333333,28
"108","BL_B0030_28_Yellow.xlsx","people","人々","BL","B0030",7,"B0030","f",1,878.57708333333,28
"109","BL_B0030_28_Yellow.xlsx","games_routines","日課とあいさつ","BL","B0030",13,"B0030","f",1,878.57708333333,28
"110","BL_B0030_28_Yellow.xlsx","action_words","動作語","BL","B0030",16,"B0030","f",1,878.57708333333,28
"111","BL_B0030_28_Yellow.xlsx","time_words","時間についてのことば","BL","B0030",1,"B0030","f",1,878.57708333333,28
"112","BL_B0030_28_Yellow.xlsx","descriptive_words","ようす・性質","BL","B0030",15,"B0030","f",1,878.57708333333,28
"113","BL_B0030_28_Yellow.xlsx","pronouns","代名詞","BL","B0030",4,"B0030","f",1,878.57708333333,28
"114","BL_B0030_28_Yellow.xlsx","question_words","質問のことば","BL","B0030",0,"B0030","f",1,878.57708333333,28
"115","BL_B0030_28_Yellow.xlsx","locations","位置と場所についてのことば","BL","B0030",1,"B0030","f",1,878.57708333333,28
"116","BL_B0030_28_Yellow.xlsx","quantifiers","数量をあらわすことば","BL","B0030",3,"B0030","f",1,878.57708333333,28
"117","BL_B0030_28_Yellow.xlsx","connecting_words","接続語","BL","B0030",0,"B0030","f",1,878.57708333333,28
"118","BL_B0030_28_Yellow.xlsx","sounds2","幼児語（その２）","BL","B0030",11,"B0030","f",1,878.57708333333,28
"119","BL_B0030_28_Yellow.xlsx","conversations","会話語","BL","B0030",2,"B0030","f",1,878.57708333333,28
"120","BL_B0030_28_Yellow.xlsx","others","その他","BL","B0030",6,"B0030","f",1,878.57708333333,28
"121","BL_B0031_29_Yellow.xlsx","sounds","幼児語","BL","B0031",6,"B0031","f",1,888,29
"122","BL_B0031_29_Yellow.xlsx","animals","動物の名前","BL","B0031",9,"B0031","f",1,888,29
"123","BL_B0031_29_Yellow.xlsx","vehicles","乗り物","BL","B0031",7,"B0031","f",1,888,29
"124","BL_B0031_29_Yellow.xlsx","toys","おもちゃ","BL","B0031",0,"B0031","f",1,888,29
"125","BL_B0031_29_Yellow.xlsx","food_drink","食べ物と飲み物","BL","B0031",5,"B0031","f",1,888,29
"126","BL_B0031_29_Yellow.xlsx","clothing","衣類","BL","B0031",1,"B0031","f",1,888,29
"127","BL_B0031_29_Yellow.xlsx","body_parts","体の部分","BL","B0031",1,"B0031","f",1,888,29
"128","BL_B0031_29_Yellow.xlsx","furniture_rooms","家具と部屋","BL","B0031",0,"B0031","f",1,888,29
"129","BL_B0031_29_Yellow.xlsx","household","小さな家庭用品","BL","B0031",0,"B0031","f",1,888,29
"130","BL_B0031_29_Yellow.xlsx","outside","戸外のもの","BL","B0031",0,"B0031","f",1,888,29
"131","BL_B0031_29_Yellow.xlsx","places","おでかけ","BL","B0031",0,"B0031","f",1,888,29
"132","BL_B0031_29_Yellow.xlsx","people","人々","BL","B0031",7,"B0031","f",1,888,29
"133","BL_B0031_29_Yellow.xlsx","games_routines","日課とあいさつ","BL","B0031",0,"B0031","f",1,888,29
"134","BL_B0031_29_Yellow.xlsx","action_words","動作語","BL","B0031",1,"B0031","f",1,888,29
"135","BL_B0031_29_Yellow.xlsx","time_words","時間についてのことば","BL","B0031",0,"B0031","f",1,888,29
"136","BL_B0031_29_Yellow.xlsx","descriptive_words","ようす・性質","BL","B0031",1,"B0031","f",1,888,29
"137","BL_B0031_29_Yellow.xlsx","pronouns","代名詞","BL","B0031",1,"B0031","f",1,888,29
"138","BL_B0031_29_Yellow.xlsx","question_words","質問のことば","BL","B0031",0,"B0031","f",1,888,29
"139","BL_B0031_29_Yellow.xlsx","locations","位置と場所についてのことば","BL","B0031",0,"B0031","f",1,888,29
"140","BL_B0031_29_Yellow.xlsx","quantifiers","数量をあらわすことば","BL","B0031",0,"B0031","f",1,888,29
"141","BL_B0031_29_Yellow.xlsx","connecting_words","接続語","BL","B0031",0,"B0031","f",1,888,29
"142","BL_B0031_29_Yellow.xlsx","sounds2","幼児語（その２）","BL","B0031",6,"B0031","f",1,888,29
"143","BL_B0031_29_Yellow.xlsx","conversations","会話語","BL","B0031",1,"B0031","f",1,888,29
"144","BL_B0031_29_Yellow.xlsx","others","その他","BL","B0031",0,"B0031","f",1,888,29
"145","BL_B0032_25_Yellow.xlsx","sounds","幼児語","BL","B0032",12,"B0032","m",1,788,25
"146","BL_B0032_25_Yellow.xlsx","animals","動物の名前","BL","B0032",43,"B0032","m",1,788,25
"147","BL_B0032_25_Yellow.xlsx","vehicles","乗り物","BL","B0032",13,"B0032","m",1,788,25
"148","BL_B0032_25_Yellow.xlsx","toys","おもちゃ","BL","B0032",16,"B0032","m",1,788,25
"149","BL_B0032_25_Yellow.xlsx","food_drink","食べ物と飲み物","BL","B0032",65,"B0032","m",1,788,25
"150","BL_B0032_25_Yellow.xlsx","clothing","衣類","BL","B0032",18,"B0032","m",1,788,25
"151","BL_B0032_25_Yellow.xlsx","body_parts","体の部分","BL","B0032",25,"B0032","m",1,788,25
"152","BL_B0032_25_Yellow.xlsx","furniture_rooms","家具と部屋","BL","B0032",20,"B0032","m",1,788,25
"153","BL_B0032_25_Yellow.xlsx","household","小さな家庭用品","BL","B0032",40,"B0032","m",1,788,25
"154","BL_B0032_25_Yellow.xlsx","outside","戸外のもの","BL","B0032",18,"B0032","m",1,788,25
"155","BL_B0032_25_Yellow.xlsx","places","おでかけ","BL","B0032",9,"B0032","m",1,788,25
"156","BL_B0032_25_Yellow.xlsx","people","人々","BL","B0032",20,"B0032","m",1,788,25
"157","BL_B0032_25_Yellow.xlsx","games_routines","日課とあいさつ","BL","B0032",24,"B0032","m",1,788,25
"158","BL_B0032_25_Yellow.xlsx","action_words","動作語","BL","B0032",78,"B0032","m",1,788,25
"159","BL_B0032_25_Yellow.xlsx","time_words","時間についてのことば","BL","B0032",2,"B0032","m",1,788,25
"160","BL_B0032_25_Yellow.xlsx","descriptive_words","ようす・性質","BL","B0032",48,"B0032","m",1,788,25
"161","BL_B0032_25_Yellow.xlsx","pronouns","代名詞","BL","B0032",8,"B0032","m",1,788,25
"162","BL_B0032_25_Yellow.xlsx","question_words","質問のことば","BL","B0032",3,"B0032","m",1,788,25
"163","BL_B0032_25_Yellow.xlsx","locations","位置と場所についてのことば","BL","B0032",5,"B0032","m",1,788,25
"164","BL_B0032_25_Yellow.xlsx","quantifiers","数量をあらわすことば","BL","B0032",13,"B0032","m",1,788,25
"165","BL_B0032_25_Yellow.xlsx","connecting_words","接続語","BL","B0032",0,"B0032","m",1,788,25
"166","BL_B0032_25_Yellow.xlsx","sounds2","幼児語（その２）","BL","B0032",27,"B0032","m",1,788,25
"167","BL_B0032_25_Yellow.xlsx","conversations","会話語","BL","B0032",9,"B0032","m",1,788,25
"168","BL_B0032_25_Yellow.xlsx","others","その他","BL","B0032",8,"B0032","m",1,788,25
"169","BL_B0033_26_Yellow.xlsx","sounds","幼児語","BL","B0033",12,"B0033","f",1,820,26
"170","BL_B0033_26_Yellow.xlsx","animals","動物の名前","BL","B0033",36,"B0033","f",1,820,26
"171","BL_B0033_26_Yellow.xlsx","vehicles","乗り物","BL","B0033",8,"B0033","f",1,820,26
"172","BL_B0033_26_Yellow.xlsx","toys","おもちゃ","BL","B0033",9,"B0033","f",1,820,26
"173","BL_B0033_26_Yellow.xlsx","food_drink","食べ物と飲み物","BL","B0033",60,"B0033","f",1,820,26
"174","BL_B0033_26_Yellow.xlsx","clothing","衣類","BL","B0033",15,"B0033","f",1,820,26
"175","BL_B0033_26_Yellow.xlsx","body_parts","体の部分","BL","B0033",24,"B0033","f",1,820,26
"176","BL_B0033_26_Yellow.xlsx","furniture_rooms","家具と部屋","BL","B0033",13,"B0033","f",1,820,26
"177","BL_B0033_26_Yellow.xlsx","household","小さな家庭用品","BL","B0033",35,"B0033","f",1,820,26
"178","BL_B0033_26_Yellow.xlsx","outside","戸外のもの","BL","B0033",17,"B0033","f",1,820,26
"179","BL_B0033_26_Yellow.xlsx","places","おでかけ","BL","B0033",10,"B0033","f",1,820,26
"180","BL_B0033_26_Yellow.xlsx","people","人々","BL","B0033",10,"B0033","f",1,820,26
"181","BL_B0033_26_Yellow.xlsx","games_routines","日課とあいさつ","BL","B0033",25,"B0033","f",1,820,26
"182","BL_B0033_26_Yellow.xlsx","action_words","動作語","BL","B0033",87,"B0033","f",1,820,26
"183","BL_B0033_26_Yellow.xlsx","time_words","時間についてのことば","BL","B0033",4,"B0033","f",1,820,26
"184","BL_B0033_26_Yellow.xlsx","descriptive_words","ようす・性質","BL","B0033",42,"B0033","f",1,820,26
"185","BL_B0033_26_Yellow.xlsx","pronouns","代名詞","BL","B0033",8,"B0033","f",1,820,26
"186","BL_B0033_26_Yellow.xlsx","question_words","質問のことば","BL","B0033",6,"B0033","f",1,820,26
"187","BL_B0033_26_Yellow.xlsx","locations","位置と場所についてのことば","BL","B0033",8,"B0033","f",1,820,26
"188","BL_B0033_26_Yellow.xlsx","quantifiers","数量をあらわすことば","BL","B0033",14,"B0033","f",1,820,26
"189","BL_B0033_26_Yellow.xlsx","connecting_words","接続語","BL","B0033",1,"B0033","f",1,820,26
"190","BL_B0033_26_Yellow.xlsx","sounds2","幼児語（その２）","BL","B0033",28,"B0033","f",1,820,26
"191","BL_B0033_26_Yellow.xlsx","conversations","会話語","BL","B0033",7,"B0033","f",1,820,26
"192","BL_B0033_26_Yellow.xlsx","others","その他","BL","B0033",7,"B0033","f",1,820,26
"193","BL_B0034_26_Yellow.xlsx","sounds","幼児語","BL","B0034",8,"B0034","f",1,813,26
"194","BL_B0034_26_Yellow.xlsx","animals","動物の名前","BL","B0034",23,"B0034","f",1,813,26
"195","BL_B0034_26_Yellow.xlsx","vehicles","乗り物","BL","B0034",7,"B0034","f",1,813,26
"196","BL_B0034_26_Yellow.xlsx","toys","おもちゃ","BL","B0034",7,"B0034","f",1,813,26
"197","BL_B0034_26_Yellow.xlsx","food_drink","食べ物と飲み物","BL","B0034",41,"B0034","f",1,813,26
"198","BL_B0034_26_Yellow.xlsx","clothing","衣類","BL","B0034",14,"B0034","f",1,813,26
"199","BL_B0034_26_Yellow.xlsx","body_parts","体の部分","BL","B0034",22,"B0034","f",1,813,26
"200","BL_B0034_26_Yellow.xlsx","furniture_rooms","家具と部屋","BL","B0034",10,"B0034","f",1,813,26
"201","BL_B0034_26_Yellow.xlsx","household","小さな家庭用品","BL","B0034",20,"B0034","f",1,813,26
"202","BL_B0034_26_Yellow.xlsx","outside","戸外のもの","BL","B0034",12,"B0034","f",1,813,26
"203","BL_B0034_26_Yellow.xlsx","places","おでかけ","BL","B0034",10,"B0034","f",1,813,26
"204","BL_B0034_26_Yellow.xlsx","people","人々","BL","B0034",14,"B0034","f",1,813,26
"205","BL_B0034_26_Yellow.xlsx","games_routines","日課とあいさつ","BL","B0034",24,"B0034","f",1,813,26
"206","BL_B0034_26_Yellow.xlsx","action_words","動作語","BL","B0034",44,"B0034","f",1,813,26
"207","BL_B0034_26_Yellow.xlsx","time_words","時間についてのことば","BL","B0034",0,"B0034","f",1,813,26
"208","BL_B0034_26_Yellow.xlsx","descriptive_words","ようす・性質","BL","B0034",26,"B0034","f",1,813,26
"209","BL_B0034_26_Yellow.xlsx","pronouns","代名詞","BL","B0034",4,"B0034","f",1,813,26
"210","BL_B0034_26_Yellow.xlsx","question_words","質問のことば","BL","B0034",0,"B0034","f",1,813,26
"211","BL_B0034_26_Yellow.xlsx","locations","位置と場所についてのことば","BL","B0034",2,"B0034","f",1,813,26
"212","BL_B0034_26_Yellow.xlsx","quantifiers","数量をあらわすことば","BL","B0034",4,"B0034","f",1,813,26
"213","BL_B0034_26_Yellow.xlsx","connecting_words","接続語","BL","B0034",0,"B0034","f",1,813,26
"214","BL_B0034_26_Yellow.xlsx","sounds2","幼児語（その２）","BL","B0034",25,"B0034","f",1,813,26
"215","BL_B0034_26_Yellow.xlsx","conversations","会話語","BL","B0034",4,"B0034","f",1,813,26
"216","BL_B0034_26_Yellow.xlsx","others","その他","BL","B0034",6,"B0034","f",1,813,26
"217","BL_B0035_26_Yellow.xlsx","sounds","幼児語","BL","B0035",12,"B0035","m",1,811,26
"218","BL_B0035_26_Yellow.xlsx","animals","動物の名前","BL","B0035",29,"B0035","m",1,811,26
"219","BL_B0035_26_Yellow.xlsx","vehicles","乗り物","BL","B0035",12,"B0035","m",1,811,26
"220","BL_B0035_26_Yellow.xlsx","toys","おもちゃ","BL","B0035",10,"B0035","m",1,811,26
"221","BL_B0035_26_Yellow.xlsx","food_drink","食べ物と飲み物","BL","B0035",42,"B0035","m",1,811,26
"222","BL_B0035_26_Yellow.xlsx","clothing","衣類","BL","B0035",11,"B0035","m",1,811,26
"223","BL_B0035_26_Yellow.xlsx","body_parts","体の部分","BL","B0035",19,"B0035","m",1,811,26
"224","BL_B0035_26_Yellow.xlsx","furniture_rooms","家具と部屋","BL","B0035",16,"B0035","m",1,811,26
"225","BL_B0035_26_Yellow.xlsx","household","小さな家庭用品","BL","B0035",18,"B0035","m",1,811,26
"226","BL_B0035_26_Yellow.xlsx","outside","戸外のもの","BL","B0035",18,"B0035","m",1,811,26
"227","BL_B0035_26_Yellow.xlsx","places","おでかけ","BL","B0035",8,"B0035","m",1,811,26
"228","BL_B0035_26_Yellow.xlsx","people","人々","BL","B0035",20,"B0035","m",1,811,26
"229","BL_B0035_26_Yellow.xlsx","games_routines","日課とあいさつ","BL","B0035",23,"B0035","m",1,811,26
"230","BL_B0035_26_Yellow.xlsx","action_words","動作語","BL","B0035",50,"B0035","m",1,811,26
"231","BL_B0035_26_Yellow.xlsx","time_words","時間についてのことば","BL","B0035",5,"B0035","m",1,811,26
"232","BL_B0035_26_Yellow.xlsx","descriptive_words","ようす・性質","BL","B0035",40,"B0035","m",1,811,26
"233","BL_B0035_26_Yellow.xlsx","pronouns","代名詞","BL","B0035",6,"B0035","m",1,811,26
"234","BL_B0035_26_Yellow.xlsx","question_words","質問のことば","BL","B0035",1,"B0035","m",1,811,26
"235","BL_B0035_26_Yellow.xlsx","locations","位置と場所についてのことば","BL","B0035",3,"B0035","m",1,811,26
"236","BL_B0035_26_Yellow.xlsx","quantifiers","数量をあらわすことば","BL","B0035",13,"B0035","m",1,811,26
"237","BL_B0035_26_Yellow.xlsx","connecting_words","接続語","BL","B0035",1,"B0035","m",1,811,26
"238","BL_B0035_26_Yellow.xlsx","sounds2","幼児語（その２）","BL","B0035",19,"B0035","m",1,811,26
"239","BL_B0035_26_Yellow.xlsx","conversations","会話語","BL","B0035",5,"B0035","m",1,811,26
"240","BL_B0035_26_Yellow.xlsx","others","その他","BL","B0035",6,"B0035","m",1,811,26
"241","KU_K0061_24_Yellow.xlsx","sounds","幼児語","KU","K0061",5,"K0061","m",1,730,24
"242","KU_K0061_24_Yellow.xlsx","animals","動物の名前","KU","K0061",4,"K0061","m",1,730,24
"243","KU_K0061_24_Yellow.xlsx","vehicles","乗り物","KU","K0061",2,"K0061","m",1,730,24
"244","KU_K0061_24_Yellow.xlsx","toys","おもちゃ","KU","K0061",3,"K0061","m",1,730,24
"245","KU_K0061_24_Yellow.xlsx","food_drink","食べ物と飲み物","KU","K0061",14,"K0061","m",1,730,24
"246","KU_K0061_24_Yellow.xlsx","clothing","衣類","KU","K0061",4,"K0061","m",1,730,24
"247","KU_K0061_24_Yellow.xlsx","body_parts","体の部分","KU","K0061",12,"K0061","m",1,730,24
"248","KU_K0061_24_Yellow.xlsx","furniture_rooms","家具と部屋","KU","K0061",2,"K0061","m",1,730,24
"249","KU_K0061_24_Yellow.xlsx","household","小さな家庭用品","KU","K0061",1,"K0061","m",1,730,24
"250","KU_K0061_24_Yellow.xlsx","outside","戸外のもの","KU","K0061",1,"K0061","m",1,730,24
"251","KU_K0061_24_Yellow.xlsx","places","おでかけ","KU","K0061",1,"K0061","m",1,730,24
