"","filename","category_en","category_ja","project","id","produces","ID","Sex.(f/m)","OpenSciense.(ok:1/no:0)","AgeD.(days)","AgeM.(months)"
"2844","OL_S0535_25_Yellow.xlsx","people","人々","OL","S0535",14,"S0535","f",1,768,25
"2845","OL_S0535_25_Yellow.xlsx","games_routines","日課とあいさつ","OL","S0535",22,"S0535","f",1,768,25
"2846","OL_S0535_25_Yellow.xlsx","action_words","動作語","OL","S0535",29,"S0535","f",1,768,25
"2847","OL_S0535_25_Yellow.xlsx","time_words","時間についてのことば","OL","S0535",0,"S0535","f",1,768,25
"2848","OL_S0535_25_Yellow.xlsx","descriptive_words","ようす・性質","OL","S0535",20,"S0535","f",1,768,25
"2849","OL_S0535_25_Yellow.xlsx","pronouns","代名詞","OL","S0535",5,"S0535","f",1,768,25
"2850","OL_S0535_25_Yellow.xlsx","question_words","質問のことば","OL","S0535",0,"S0535","f",1,768,25
"2851","OL_S0535_25_Yellow.xlsx","locations","位置と場所についてのことば","OL","S0535",1,"S0535","f",1,768,25
"2852","OL_S0535_25_Yellow.xlsx","quantifiers","数量をあらわすことば","OL","S0535",4,"S0535","f",1,768,25
"2853","OL_S0535_25_Yellow.xlsx","connecting_words","接続語","OL","S0535",0,"S0535","f",1,768,25
"2854","OL_S0535_25_Yellow.xlsx","sounds2","幼児語（その２）","OL","S0535",6,"S0535","f",1,768,25
"2855","OL_S0535_25_Yellow.xlsx","conversations","会話語","OL","S0535",1,"S0535","f",1,768,25
"2856","OL_S0535_25_Yellow.xlsx","others","その他","OL","S0535",1,"S0535","f",1,768,25
"2857","OL_S0557_25_Yellow.xlsx","sounds","幼児語","OL","S0557",12,"S0557","f",1,783,25
"2858","OL_S0557_25_Yellow.xlsx","animals","動物の名前","OL","S0557",41,"S0557","f",1,783,25
"2859","OL_S0557_25_Yellow.xlsx","vehicles","乗り物","OL","S0557",12,"S0557","f",1,783,25
"2860","OL_S0557_25_Yellow.xlsx","toys","おもちゃ","OL","S0557",11,"S0557","f",1,783,25
"2861","OL_S0557_25_Yellow.xlsx","food_drink","食べ物と飲み物","OL","S0557",48,"S0557","f",1,783,25
"2862","OL_S0557_25_Yellow.xlsx","clothing","衣類","OL","S0557",13,"S0557","f",1,783,25
"2863","OL_S0557_25_Yellow.xlsx","body_parts","体の部分","OL","S0557",26,"S0557","f",1,783,25
"2864","OL_S0557_25_Yellow.xlsx","furniture_rooms","家具と部屋","OL","S0557",14,"S0557","f",1,783,25
"2865","OL_S0557_25_Yellow.xlsx","household","小さな家庭用品","OL","S0557",27,"S0557","f",1,783,25
"2866","OL_S0557_25_Yellow.xlsx","outside","戸外のもの","OL","S0557",20,"S0557","f",1,783,25
"2867","OL_S0557_25_Yellow.xlsx","places","おでかけ","OL","S0557",12,"S0557","f",1,783,25
"2868","OL_S0557_25_Yellow.xlsx","people","人々","OL","S0557",13,"S0557","f",1,783,25
"2869","OL_S0557_25_Yellow.xlsx","games_routines","日課とあいさつ","OL","S0557",25,"S0557","f",1,783,25
"2870","OL_S0557_25_Yellow.xlsx","action_words","動作語","OL","S0557",43,"S0557","f",1,783,25
"2871","OL_S0557_25_Yellow.xlsx","time_words","時間についてのことば","OL","S0557",2,"S0557","f",1,783,25
"2872","OL_S0557_25_Yellow.xlsx","descriptive_words","ようす・性質","OL","S0557",17,"S0557","f",1,783,25
"2873","OL_S0557_25_Yellow.xlsx","pronouns","代名詞","OL","S0557",4,"S0557","f",1,783,25
"2874","OL_S0557_25_Yellow.xlsx","question_words","質問のことば","OL","S0557",2,"S0557","f",1,783,25
"2875","OL_S0557_25_Yellow.xlsx","locations","位置と場所についてのことば","OL","S0557",1,"S0557","f",1,783,25
"2876","OL_S0557_25_Yellow.xlsx","quantifiers","数量をあらわすことば","OL","S0557",3,"S0557","f",1,783,25
"2877","OL_S0557_25_Yellow.xlsx","connecting_words","接続語","OL","S0557",0,"S0557","f",1,783,25
"2878","OL_S0557_25_Yellow.xlsx","sounds2","幼児語（その２）","OL","S0557",15,"S0557","f",1,783,25
"2879","OL_S0557_25_Yellow.xlsx","conversations","会話語","OL","S0557",2,"S0557","f",1,783,25
"2880","OL_S0557_25_Yellow.xlsx","others","その他","OL","S0557",4,"S0557","f",1,783,25
"2881","OL_S0579_35_Yellow.xlsx","sounds","幼児語","OL","S0579",1,"S0579","f",1,1083,35
"2882","OL_S0579_35_Yellow.xlsx","animals","動物の名前","OL","S0579",38,"S0579","f",1,1083,35
"2883","OL_S0579_35_Yellow.xlsx","vehicles","乗り物","OL","S0579",12,"S0579","f",1,1083,35
"2884","OL_S0579_35_Yellow.xlsx","toys","おもちゃ","OL","S0579",15,"S0579","f",1,1083,35
"2885","OL_S0579_35_Yellow.xlsx","food_drink","食べ物と飲み物","OL","S0579",59,"S0579","f",1,1083,35
"2886","OL_S0579_35_Yellow.xlsx","clothing","衣類","OL","S0579",19,"S0579","f",1,1083,35
"2887","OL_S0579_35_Yellow.xlsx","body_parts","体の部分","OL","S0579",20,"S0579","f",1,1083,35
"2888","OL_S0579_35_Yellow.xlsx","furniture_rooms","家具と部屋","OL","S0579",22,"S0579","f",1,1083,35
"2889","OL_S0579_35_Yellow.xlsx","household","小さな家庭用品","OL","S0579",42,"S0579","f",1,1083,35
"2890","OL_S0579_35_Yellow.xlsx","outside","戸外のもの","OL","S0579",26,"S0579","f",1,1083,35
"2891","OL_S0579_35_Yellow.xlsx","places","おでかけ","OL","S0579",14,"S0579","f",1,1083,35
"2892","OL_S0579_35_Yellow.xlsx","people","人々","OL","S0579",23,"S0579","f",1,1083,35
"2893","OL_S0579_35_Yellow.xlsx","games_routines","日課とあいさつ","OL","S0579",25,"S0579","f",1,1083,35
"2894","OL_S0579_35_Yellow.xlsx","action_words","動作語","OL","S0579",103,"S0579","f",1,1083,35
"2895","OL_S0579_35_Yellow.xlsx","time_words","時間についてのことば","OL","S0579",12,"S0579","f",1,1083,35
"2896","OL_S0579_35_Yellow.xlsx","descriptive_words","ようす・性質","OL","S0579",63,"S0579","f",1,1083,35
"2897","OL_S0579_35_Yellow.xlsx","pronouns","代名詞","OL","S0579",20,"S0579","f",1,1083,35
"2898","OL_S0579_35_Yellow.xlsx","question_words","質問のことば","OL","S0579",10,"S0579","f",1,1083,35
"2899","OL_S0579_35_Yellow.xlsx","locations","位置と場所についてのことば","OL","S0579",19,"S0579","f",1,1083,35
"2900","OL_S0579_35_Yellow.xlsx","quantifiers","数量をあらわすことば","OL","S0579",17,"S0579","f",1,1083,35
"2901","OL_S0579_35_Yellow.xlsx","connecting_words","接続語","OL","S0579",4,"S0579","f",1,1083,35
"2902","OL_S0579_35_Yellow.xlsx","sounds2","幼児語（その２）","OL","S0579",11,"S0579","f",1,1083,35
"2903","OL_S0579_35_Yellow.xlsx","conversations","会話語","OL","S0579",13,"S0579","f",1,1083,35
"2904","OL_S0579_35_Yellow.xlsx","others","その他","OL","S0579",9,"S0579","f",1,1083,35
"2905","OL_S0649_31_Yellow.xlsx","sounds","幼児語","OL","S0649",0,"S0649","m",1,945,31
"2906","OL_S0649_31_Yellow.xlsx","animals","動物の名前","OL","S0649",0,"S0649","m",1,945,31
"2907","OL_S0649_31_Yellow.xlsx","vehicles","乗り物","OL","S0649",0,"S0649","m",1,945,31
"2908","OL_S0649_31_Yellow.xlsx","toys","おもちゃ","OL","S0649",0,"S0649","m",1,945,31
"2909","OL_S0649_31_Yellow.xlsx","food_drink","食べ物と飲み物","OL","S0649",0,"S0649","m",1,945,31
"2910","OL_S0649_31_Yellow.xlsx","clothing","衣類","OL","S0649",0,"S0649","m",1,945,31
"2911","OL_S0649_31_Yellow.xlsx","body_parts","体の部分","OL","S0649",0,"S0649","m",1,945,31
"2912","OL_S0649_31_Yellow.xlsx","furniture_rooms","家具と部屋","OL","S0649",0,"S0649","m",1,945,31
"2913","OL_S0649_31_Yellow.xlsx","household","小さな家庭用品","OL","S0649",0,"S0649","m",1,945,31
"2914","OL_S0649_31_Yellow.xlsx","outside","戸外のもの","OL","S0649",0,"S0649","m",1,945,31
"2915","OL_S0649_31_Yellow.xlsx","places","おでかけ","OL","S0649",0,"S0649","m",1,945,31
"2916","OL_S0649_31_Yellow.xlsx","people","人々","OL","S0649",0,"S0649","m",1,945,31
"2917","OL_S0649_31_Yellow.xlsx","games_routines","日課とあいさつ","OL","S0649",0,"S0649","m",1,945,31
"2918","OL_S0649_31_Yellow.xlsx","action_words","動作語","OL","S0649",0,"S0649","m",1,945,31
"2919","OL_S0649_31_Yellow.xlsx","time_words","時間についてのことば","OL","S0649",0,"S0649","m",1,945,31
"2920","OL_S0649_31_Yellow.xlsx","descriptive_words","ようす・性質","OL","S0649",0,"S0649","m",1,945,31
"2921","OL_S0649_31_Yellow.xlsx","pronouns","代名詞","OL","S0649",0,"S0649","m",1,945,31
"2922","OL_S0649_31_Yellow.xlsx","question_words","質問のことば","OL","S0649",0,"S0649","m",1,945,31
"2923","OL_S0649_31_Yellow.xlsx","locations","位置と場所についてのことば","OL","S0649",0,"S0649","m",1,945,31
"2924","OL_S0649_31_Yellow.xlsx","quantifiers","数量をあらわすことば","OL","S0649",0,"S0649","m",1,945,31
"2925","OL_S0649_31_Yellow.xlsx","connecting_words","接続語","OL","S0649",0,"S0649","m",1,945,31
"2926","OL_S0649_31_Yellow.xlsx","sounds2","幼児語（その２）","OL","S0649",0,"S0649","m",1,945,31
"2927","OL_S0649_31_Yellow.xlsx","conversations","会話語","OL","S0649",0,"S0649","m",1,945,31
"2928","OL_S0649_31_Yellow.xlsx","others","その他","OL","S0649",0,"S0649","m",1,945,31
"2929","OL_S0808_30_Yellow.xlsx","sounds","幼児語","OL","S0808",9,"S0808","f",1,938,30
"2930","OL_S0808_30_Yellow.xlsx","animals","動物の名前","OL","S0808",21,"S0808","f",1,938,30
"2931","OL_S0808_30_Yellow.xlsx","vehicles","乗り物","OL","S0808",4,"S0808","f",1,938,30
"2932","OL_S0808_30_Yellow.xlsx","toys","おもちゃ","OL","S0808",4,"S0808","f",1,938,30
"2933","OL_S0808_30_Yellow.xlsx","food_drink","食べ物と飲み物","OL","S0808",29,"S0808","f",1,938,30
"2934","OL_S0808_30_Yellow.xlsx","clothing","衣類","OL","S0808",2,"S0808","f",1,938,30
"2935","OL_S0808_30_Yellow.xlsx","body_parts","体の部分","OL","S0808",12,"S0808","f",1,938,30
"2936","OL_S0808_30_Yellow.xlsx","furniture_rooms","家具と部屋","OL","S0808",3,"S0808","f",1,938,30
"2937","OL_S0808_30_Yellow.xlsx","household","小さな家庭用品","OL","S0808",3,"S0808","f",1,938,30
"2938","OL_S0808_30_Yellow.xlsx","outside","戸外のもの","OL","S0808",3,"S0808","f",1,938,30
"2939","OL_S0808_30_Yellow.xlsx","places","おでかけ","OL","S0808",0,"S0808","f",1,938,30
"2940","OL_S0808_30_Yellow.xlsx","people","人々","OL","S0808",5,"S0808","f",1,938,30
"2941","OL_S0808_30_Yellow.xlsx","games_routines","日課とあいさつ","OL","S0808",11,"S0808","f",1,938,30
"2942","OL_S0808_30_Yellow.xlsx","action_words","動作語","OL","S0808",11,"S0808","f",1,938,30
"2943","OL_S0808_30_Yellow.xlsx","time_words","時間についてのことば","OL","S0808",0,"S0808","f",1,938,30
"2944","OL_S0808_30_Yellow.xlsx","descriptive_words","ようす・性質","OL","S0808",8,"S0808","f",1,938,30
"2945","OL_S0808_30_Yellow.xlsx","pronouns","代名詞","OL","S0808",1,"S0808","f",1,938,30
"2946","OL_S0808_30_Yellow.xlsx","question_words","質問のことば","OL","S0808",0,"S0808","f",1,938,30
"2947","OL_S0808_30_Yellow.xlsx","locations","位置と場所についてのことば","OL","S0808",0,"S0808","f",1,938,30
"2948","OL_S0808_30_Yellow.xlsx","quantifiers","数量をあらわすことば","OL","S0808",2,"S0808","f",1,938,30
"2949","OL_S0808_30_Yellow.xlsx","connecting_words","接続語","OL","S0808",0,"S0808","f",1,938,30
"2950","OL_S0808_30_Yellow.xlsx","sounds2","幼児語（その２）","OL","S0808",19,"S0808","f",1,938,30
"2951","OL_S0808_30_Yellow.xlsx","conversations","会話語","OL","S0808",2,"S0808","f",1,938,30
"2952","OL_S0808_30_Yellow.xlsx","others","その他","OL","S0808",3,"S0808","f",1,938,30
"2953","OL_S0902_26_Yellow.xlsx","sounds","幼児語","OL","S0902",12,"S0902","f",1,793,26
"2954","OL_S0902_26_Yellow.xlsx","animals","動物の名前","OL","S0902",43,"S0902","f",1,793,26
"2955","OL_S0902_26_Yellow.xlsx","vehicles","乗り物","OL","S0902",13,"S0902","f",1,793,26
"2956","OL_S0902_26_Yellow.xlsx","toys","おもちゃ","OL","S0902",17,"S0902","f",1,793,26
"2957","OL_S0902_26_Yellow.xlsx","food_drink","食べ物と飲み物","OL","S0902",65,"S0902","f",1,793,26
"2958","OL_S0902_26_Yellow.xlsx","clothing","衣類","OL","S0902",20,"S0902","f",1,793,26
"2959","OL_S0902_26_Yellow.xlsx","body_parts","体の部分","OL","S0902",26,"S0902","f",1,793,26
"2960","OL_S0902_26_Yellow.xlsx","furniture_rooms","家具と部屋","OL","S0902",28,"S0902","f",1,793,26
"2961","OL_S0902_26_Yellow.xlsx","household","小さな家庭用品","OL","S0902",44,"S0902","f",1,793,26
"2962","OL_S0902_26_Yellow.xlsx","outside","戸外のもの","OL","S0902",30,"S0902","f",1,793,26
"2963","OL_S0902_26_Yellow.xlsx","places","おでかけ","OL","S0902",19,"S0902","f",1,793,26
"2964","OL_S0902_26_Yellow.xlsx","people","人々","OL","S0902",28,"S0902","f",1,793,26
"2965","OL_S0902_26_Yellow.xlsx","games_routines","日課とあいさつ","OL","S0902",25,"S0902","f",1,793,26
"2966","OL_S0902_26_Yellow.xlsx","action_words","動作語","OL","S0902",101,"S0902","f",1,793,26
"2967","OL_S0902_26_Yellow.xlsx","time_words","時間についてのことば","OL","S0902",12,"S0902","f",1,793,26
"2968","OL_S0902_26_Yellow.xlsx","descriptive_words","ようす・性質","OL","S0902",63,"S0902","f",1,793,26
"2969","OL_S0902_26_Yellow.xlsx","pronouns","代名詞","OL","S0902",20,"S0902","f",1,793,26
"2970","OL_S0902_26_Yellow.xlsx","question_words","質問のことば","OL","S0902",10,"S0902","f",1,793,26
"2971","OL_S0902_26_Yellow.xlsx","locations","位置と場所についてのことば","OL","S0902",26,"S0902","f",1,793,26
"2972","OL_S0902_26_Yellow.xlsx","quantifiers","数量をあらわすことば","OL","S0902",17,"S0902","f",1,793,26
"2973","OL_S0902_26_Yellow.xlsx","connecting_words","接続語","OL","S0902",3,"S0902","f",1,793,26
"2974","OL_S0902_26_Yellow.xlsx","sounds2","幼児語（その２）","OL","S0902",26,"S0902","f",1,793,26
"2975","OL_S0902_26_Yellow.xlsx","conversations","会話語","OL","S0902",14,"S0902","f",1,793,26
"2976","OL_S0902_26_Yellow.xlsx","others","その他","OL","S0902",9,"S0902","f",1,793,26
"2977","OL_S0984_35_Yellow.xlsx","sounds","幼児語","OL","S0984",12,"S0984","m",1,1082,35
"2978","OL_S0984_35_Yellow.xlsx","animals","動物の名前","OL","S0984",43,"S0984","m",1,1082,35
"2979","OL_S0984_35_Yellow.xlsx","vehicles","乗り物","OL","S0984",14,"S0984","m",1,1082,35
"2980","OL_S0984_35_Yellow.xlsx","toys","おもちゃ","OL","S0984",18,"S0984","m",1,1082,35
"2981","OL_S0984_35_Yellow.xlsx","food_drink","食べ物と飲み物","OL","S0984",64,"S0984","m",1,1082,35
"2982","OL_S0984_35_Yellow.xlsx","clothing","衣類","OL","S0984",18,"S0984","m",1,1082,35
"2983","OL_S0984_35_Yellow.xlsx","body_parts","体の部分","OL","S0984",27,"S0984","m",1,1082,35
"2984","OL_S0984_35_Yellow.xlsx","furniture_rooms","家具と部屋","OL","S0984",23,"S0984","m",1,1082,35
"2985","OL_S0984_35_Yellow.xlsx","household","小さな家庭用品","OL","S0984",45,"S0984","m",1,1082,35
"2986","OL_S0984_35_Yellow.xlsx","outside","戸外のもの","OL","S0984",30,"S0984","m",1,1082,35
"2987","OL_S0984_35_Yellow.xlsx","places","おでかけ","OL","S0984",19,"S0984","m",1,1082,35
"2988","OL_S0984_35_Yellow.xlsx","people","人々","OL","S0984",28,"S0984","m",1,1082,35
"2989","OL_S0984_35_Yellow.xlsx","games_routines","日課とあいさつ","OL","S0984",25,"S0984","m",1,1082,35
"2990","OL_S0984_35_Yellow.xlsx","action_words","動作語","OL","S0984",102,"S0984","m",1,1082,35
"2991","OL_S0984_35_Yellow.xlsx","time_words","時間についてのことば","OL","S0984",12,"S0984","m",1,1082,35
"2992","OL_S0984_35_Yellow.xlsx","descriptive_words","ようす・性質","OL","S0984",63,"S0984","m",1,1082,35
"2993","OL_S0984_35_Yellow.xlsx","pronouns","代名詞","OL","S0984",18,"S0984","m",1,1082,35
"2994","OL_S0984_35_Yellow.xlsx","question_words","質問のことば","OL","S0984",9,"S0984","m",1,1082,35
"2995","OL_S0984_35_Yellow.xlsx","locations","位置と場所についてのことば","OL","S0984",22,"S0984","m",1,1082,35
"2996","OL_S0984_35_Yellow.xlsx","quantifiers","数量をあらわすことば","OL","S0984",17,"S0984","m",1,1082,35
"2997","OL_S0984_35_Yellow.xlsx","connecting_words","接続語","OL","S0984",5,"S0984","m",1,1082,35
"2998","OL_S0984_35_Yellow.xlsx","sounds2","幼児語（その２）","OL","S0984",28,"S0984","m",1,1082,35
"2999","OL_S0984_35_Yellow.xlsx","conversations","会話語","OL","S0984",13,"S0984","m",1,1082,35
"3000","OL_S0984_35_Yellow.xlsx","others","その他","OL","S0984",9,"S0984","m",1,1082,35
"3001","OL_S1016_34_Yellow.xlsx","sounds","幼児語","OL","S1016",12,"S1016","f",1,1039,34
"3002","OL_S1016_34_Yellow.xlsx","animals","動物の名前","OL","S1016",43,"S1016","f",1,1039,34
"3003","OL_S1016_34_Yellow.xlsx","vehicles","乗り物","OL","S1016",13,"S1016","f",1,1039,34
"3004","OL_S1016_34_Yellow.xlsx","toys","おもちゃ","OL","S1016",16,"S1016","f",1,1039,34
"3005","OL_S1016_34_Yellow.xlsx","food_drink","食べ物と飲み物","OL","S1016",63,"S1016","f",1,1039,34
"3006","OL_S1016_34_Yellow.xlsx","clothing","衣類","OL","S1016",14,"S1016","f",1,1039,34
"3007","OL_S1016_34_Yellow.xlsx","body_parts","体の部分","OL","S1016",26,"S1016","f",1,1039,34
"3008","OL_S1016_34_Yellow.xlsx","furniture_rooms","家具と部屋","OL","S1016",23,"S1016","f",1,1039,34
"3009","OL_S1016_34_Yellow.xlsx","household","小さな家庭用品","OL","S1016",35,"S1016","f",1,1039,34
"3010","OL_S1016_34_Yellow.xlsx","outside","戸外のもの","OL","S1016",26,"S1016","f",1,1039,34
"3011","OL_S1016_34_Yellow.xlsx","places","おでかけ","OL","S1016",16,"S1016","f",1,1039,34
"3012","OL_S1016_34_Yellow.xlsx","people","人々","OL","S1016",19,"S1016","f",1,1039,34
"3013","OL_S1016_34_Yellow.xlsx","games_routines","日課とあいさつ","OL","S1016",25,"S1016","f",1,1039,34
"3014","OL_S1016_34_Yellow.xlsx","action_words","動作語","OL","S1016",103,"S1016","f",1,1039,34
"3015","OL_S1016_34_Yellow.xlsx","time_words","時間についてのことば","OL","S1016",12,"S1016","f",1,1039,34
"3016","OL_S1016_34_Yellow.xlsx","descriptive_words","ようす・性質","OL","S1016",61,"S1016","f",1,1039,34
"3017","OL_S1016_34_Yellow.xlsx","pronouns","代名詞","OL","S1016",16,"S1016","f",1,1039,34
"3018","OL_S1016_34_Yellow.xlsx","question_words","質問のことば","OL","S1016",8,"S1016","f",1,1039,34
"3019","OL_S1016_34_Yellow.xlsx","locations","位置と場所についてのことば","OL","S1016",14,"S1016","f",1,1039,34
"3020","OL_S1016_34_Yellow.xlsx","quantifiers","数量をあらわすことば","OL","S1016",13,"S1016","f",1,1039,34
"3021","OL_S1016_34_Yellow.xlsx","connecting_words","接続語","OL","S1016",1,"S1016","f",1,1039,34
"3022","OL_S1016_34_Yellow.xlsx","sounds2","幼児語（その２）","OL","S1016",29,"S1016","f",1,1039,34
"3023","OL_S1016_34_Yellow.xlsx","conversations","会話語","OL","S1016",10,"S1016","f",1,1039,34
"3024","OL_S1016_34_Yellow.xlsx","others","その他","OL","S1016",9,"S1016","f",1,1039,34
"3025","PC_O0022_33_Yellow.xlsx","sounds","幼児語","PC","O0022",8,"O0022","f",1,1014,33
"3026","PC_O0022_33_Yellow.xlsx","animals","動物の名前","PC","O0022",36,"O0022","f",1,1014,33
"3027","PC_O0022_33_Yellow.xlsx","vehicles","乗り物","PC","O0022",6,"O0022","f",1,1014,33
"3028","PC_O0022_33_Yellow.xlsx","toys","おもちゃ","PC","O0022",11,"O0022","f",1,1014,33
"3029","PC_O0022_33_Yellow.xlsx","food_drink","食べ物と飲み物","PC","O0022",45,"O0022","f",1,1014,33
"3030","PC_O0022_33_Yellow.xlsx","clothing","衣類","PC","O0022",11,"O0022","f",1,1014,33
"3031","PC_O0022_33_Yellow.xlsx","body_parts","体の部分","PC","O0022",22,"O0022","f",1,1014,33
"3032","PC_O0022_33_Yellow.xlsx","furniture_rooms","家具と部屋","PC","O0022",17,"O0022","f",1,1014,33
"3033","PC_O0022_33_Yellow.xlsx","household","小さな家庭用品","PC","O0022",24,"O0022","f",1,1014,33
"3034","PC_O0022_33_Yellow.xlsx","outside","戸外のもの","PC","O0022",15,"O0022","f",1,1014,33
"3035","PC_O0022_33_Yellow.xlsx","places","おでかけ","PC","O0022",9,"O0022","f",1,1014,33
"3036","PC_O0022_33_Yellow.xlsx","people","人々","PC","O0022",22,"O0022","f",1,1014,33
"3037","PC_O0022_33_Yellow.xlsx","games_routines","日課とあいさつ","PC","O0022",25,"O0022","f",1,1014,33
"3038","PC_O0022_33_Yellow.xlsx","action_words","動作語","PC","O0022",73,"O0022","f",1,1014,33
"3039","PC_O0022_33_Yellow.xlsx","time_words","時間についてのことば","PC","O0022",8,"O0022","f",1,1014,33
"3040","PC_O0022_33_Yellow.xlsx","descriptive_words","ようす・性質","PC","O0022",47,"O0022","f",1,1014,33
"3041","PC_O0022_33_Yellow.xlsx","pronouns","代名詞","PC","O0022",12,"O0022","f",1,1014,33
"3042","PC_O0022_33_Yellow.xlsx","question_words","質問のことば","PC","O0022",9,"O0022","f",1,1014,33
"3043","PC_O0022_33_Yellow.xlsx","locations","位置と場所についてのことば","PC","O0022",14,"O0022","f",1,1014,33
"3044","PC_O0022_33_Yellow.xlsx","quantifiers","数量をあらわすことば","PC","O0022",15,"O0022","f",1,1014,33
"3045","PC_O0022_33_Yellow.xlsx","connecting_words","接続語","PC","O0022",1,"O0022","f",1,1014,33
"3046","PC_O0022_33_Yellow.xlsx","sounds2","幼児語（その２）","PC","O0022",16,"O0022","f",1,1014,33
"3047","PC_O0022_33_Yellow.xlsx","conversations","会話語","PC","O0022",11,"O0022","f",1,1014,33
"3048","PC_O0022_33_Yellow.xlsx","others","その他","PC","O0022",9,"O0022","f",1,1014,33
"3049","PC_O0028_25_Yellow.xlsx","sounds","幼児語","PC","O0028",11,"O0028","f",1,767,25
"3050","PC_O0028_25_Yellow.xlsx","animals","動物の名前","PC","O0028",43,"O0028","f",1,767,25
"3051","PC_O0028_25_Yellow.xlsx","vehicles","乗り物","PC","O0028",12,"O0028","f",1,767,25
"3052","PC_O0028_25_Yellow.xlsx","toys","おもちゃ","PC","O0028",14,"O0028","f",1,767,25
"3053","PC_O0028_25_Yellow.xlsx","food_drink","食べ物と飲み物","PC","O0028",63,"O0028","f",1,767,25
"3054","PC_O0028_25_Yellow.xlsx","clothing","衣類","PC","O0028",17,"O0028","f",1,767,25
"3055","PC_O0028_25_Yellow.xlsx","body_parts","体の部分","PC","O0028",26,"O0028","f",1,767,25
"3056","PC_O0028_25_Yellow.xlsx","furniture_rooms","家具と部屋","PC","O0028",21,"O0028","f",1,767,25
"3057","PC_O0028_25_Yellow.xlsx","household","小さな家庭用品","PC","O0028",41,"O0028","f",1,767,25
"3058","PC_O0028_25_Yellow.xlsx","outside","戸外のもの","PC","O0028",27,"O0028","f",1,767,25
"3059","PC_O0028_25_Yellow.xlsx","places","おでかけ","PC","O0028",9,"O0028","f",1,767,25
"3060","PC_O0028_25_Yellow.xlsx","people","人々","PC","O0028",24,"O0028","f",1,767,25
"3061","PC_O0028_25_Yellow.xlsx","games_routines","日課とあいさつ","PC","O0028",25,"O0028","f",1,767,25
"3062","PC_O0028_25_Yellow.xlsx","action_words","動作語","PC","O0028",100,"O0028","f",1,767,25
"3063","PC_O0028_25_Yellow.xlsx","time_words","時間についてのことば","PC","O0028",10,"O0028","f",1,767,25
"3064","PC_O0028_25_Yellow.xlsx","descriptive_words","ようす・性質","PC","O0028",60,"O0028","f",1,767,25
"3065","PC_O0028_25_Yellow.xlsx","pronouns","代名詞","PC","O0028",17,"O0028","f",1,767,25
"3066","PC_O0028_25_Yellow.xlsx","question_words","質問のことば","PC","O0028",8,"O0028","f",1,767,25
"3067","PC_O0028_25_Yellow.xlsx","locations","位置と場所についてのことば","PC","O0028",19,"O0028","f",1,767,25
"3068","PC_O0028_25_Yellow.xlsx","quantifiers","数量をあらわすことば","PC","O0028",17,"O0028","f",1,767,25
"3069","PC_O0028_25_Yellow.xlsx","connecting_words","接続語","PC","O0028",0,"O0028","f",1,767,25
"3070","PC_O0028_25_Yellow.xlsx","sounds2","幼児語（その２）","PC","O0028",23,"O0028","f",1,767,25
"3071","PC_O0028_25_Yellow.xlsx","conversations","会話語","PC","O0028",13,"O0028","f",1,767,25
"3072","PC_O0028_25_Yellow.xlsx","others","その他","PC","O0028",9,"O0028","f",1,767,25
"3073","PC_O0028_31_Yellow.xlsx","sounds","幼児語","PC","O0028",11,"O0028","f",1,965,31
"3074","PC_O0028_31_Yellow.xlsx","animals","動物の名前","PC","O0028",43,"O0028","f",1,965,31
"3075","PC_O0028_31_Yellow.xlsx","vehicles","乗り物","PC","O0028",13,"O0028","f",1,965,31
"3076","PC_O0028_31_Yellow.xlsx","toys","おもちゃ","PC","O0028",17,"O0028","f",1,965,31
"3077","PC_O0028_31_Yellow.xlsx","food_drink","食べ物と飲み物","PC","O0028",65,"O0028","f",1,965,31
"3078","PC_O0028_31_Yellow.xlsx","clothing","衣類","PC","O0028",17,"O0028","f",1,965,31
"3079","PC_O0028_31_Yellow.xlsx","body_parts","体の部分","PC","O0028",27,"O0028","f",1,965,31
"3080","PC_O0028_31_Yellow.xlsx","furniture_rooms","家具と部屋","PC","O0028",25,"O0028","f",1,965,31
"3081","PC_O0028_31_Yellow.xlsx","household","小さな家庭用品","PC","O0028",44,"O0028","f",1,965,31
"3082","PC_O0028_31_Yellow.xlsx","outside","戸外のもの","PC","O0028",28,"O0028","f",1,965,31
"3083","PC_O0028_31_Yellow.xlsx","places","おでかけ","PC","O0028",11,"O0028","f",1,965,31
"3084","PC_O0028_31_Yellow.xlsx","people","人々","PC","O0028",26,"O0028","f",1,965,31
"3085","PC_O0028_31_Yellow.xlsx","games_routines","日課とあいさつ","PC","O0028",25,"O0028","f",1,965,31
"3086","PC_O0028_31_Yellow.xlsx","action_words","動作語","PC","O0028",102,"O0028","f",1,965,31
"3087","PC_O0028_31_Yellow.xlsx","time_words","時間についてのことば","PC","O0028",12,"O0028","f",1,965,31
"3088","PC_O0028_31_Yellow.xlsx","descriptive_words","ようす・性質","PC","O0028",62,"O0028","f",1,965,31
"3089","PC_O0028_31_Yellow.xlsx","pronouns","代名詞","PC","O0028",17,"O0028","f",1,965,31
"3090","PC_O0028_31_Yellow.xlsx","question_words","質問のことば","PC","O0028",9,"O0028","f",1,965,31
"3091","PC_O0028_31_Yellow.xlsx","locations","位置と場所についてのことば","PC","O0028",20,"O0028","f",1,965,31
